,title,company,city,rating,salary
2052,Senior Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,"$5,325 - $10,533 a month"
2053,"Lead Data Scientist (Genomics, Machine Learning)",City of Hope,"Irwindale, CA",3.8,
2054,Global Data Governance Program Manager,Nuance,"Burlington, MA",3.2,
2055,"Senior Data Analyst, Business Delivery",Constellation Brands,"Victor, NY 14564",3.7,
2056,Staff Lead Data Scientist,Freedom Financial Network,"San Mateo, CA 94402 (Beresford area)",3.6,
2057,Sr. Staff Data Analyst (Consumer Web Products),Freedom Financial Network,"Tempe, AZ 85284",3.6,
2058,Staff AI Systems Engineer,Northrop Grumman,"Redondo Beach, CA 90278",4.0,
2059,"Partner Engineer, AI/PyTorch",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
2060,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,"Menlo Park, CA",4.2,
2061,"Privacy Policy Manager, Artificial Intelligence",Facebook,"Seattle, WA",4.2,
2062,Sr Backend Engineer - Uber AI (Michelangelo Platform),Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
2063,MACHINE LEARNING SOFTWARE ENGINEER,Kelly,"New Brunswick, NJ 08901",3.8,
2064,Business Analyst - Data Science,MedPro Group,"Fort Wayne, IN 46815 (Maplewood Park area)",3.2,
2065,"Partner Engineer, AI/PyTorch",Facebook,"Atlanta, GA",4.2,
2066,"Lead Machine Learning Engineer, AI / ML / NLP",Change Healthcare,"Seattle, WA 98164 (Downtown area)",3.0,
2067,Machine Learning Engineer,Comcast,"Washington, DC 20005 (Logan Circle area)",3.7,
2068,Staff ML Engineer -- Pricing and Incentives,Uber,"Palo Alto, CA 94304",3.7,
2069,"Software Engineer, AI",Facebook,"Menlo Park, CA",4.2,
2070,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,"Menlo Park, CA",4.2,
2071,Marketing Data Engineering Senior Manager,Wells Fargo Bank,"Dallas, NC 28034",3.7,
2072,Software Engineer - Machine Learning Platform,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
2073,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,"San Jose, CA 95121 (Evergreen area)",3.3,
2074,"Privacy Policy Manager, Artificial Intelligence",Facebook,"Washington, DC",4.2,
2075,Principal Data Architect - Director,North Highland,"Charlotte, NC 28202 (Downtown Charlotte area)",3.5,
2076,Expert Lead Statistician - Ongoing Contract - Remote - USA,Warman O'Brien,Remote,,
2077,"Software Engineer Intern, Machine Learning (PhD) - 2021",Facebook,"Menlo Park, CA",4.2,
2078,Remote Principal Statistician,Kelly,"Wilmington, DE 19897",3.8,
2079,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,"Boulder, CO",4.1,
2080,Data Scientist,Hitachi Solutions Ltd,"Chicago, IL 60606 (The Loop area)",3.8,
2081,Data Scientist- Data Analytics,Hertz,"Estero, FL 33928",3.3,
2082,Data Scientist,Ancestry,"San Francisco, CA 94107 (South Beach area)",3.9,
2083,Data Scientist,Beacon Street Services,"Baltimore, MD 21201 (Mid-Town Belvedere area)",,
2084,Associate Data Scientist,The Hartford,"Hartford, CT",3.7,
2085,Principal Data Scientist,Bristol Myers Squibb,"Seattle, WA",4.2,
2086,"Senior Consultant - Advanced Solutions, Energy Data Scientis...",Guidehouse,"San Francisco, CA 94102 (Downtown area)",3.4,"$72,000 - $80,000 a year"
2087,Statistician,TARGET PHARMASOLUTIONS,"Durham, NC 27701",,
2088,Data Science & Analytics Mgr,RTX,"Lakeside, CT 06758",4.8,
2089,"Associate, Data Scientist, Optimization",KPMG,"San Francisco, CA 94105 (South Beach area)",4.0,
2090,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,"Menlo Park, CA",4.2,
2091,Data Science Consultant,General Dynamics,"Washington, DC",3.8,
2092,Software Engineer II (Machine Learning),Uber,"New York, NY 10018 (Clinton area)",3.7,
2093,"Privacy Policy Manager, Artificial Intelligence",Facebook,"Menlo Park, CA",4.2,
2094,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
2095,Data Scientist - Employer Benefits & Claims,Cerner,"Kansas City, MO",3.5,
2096,Statistician,TARGET PHARMASOLUTIONS,"Durham, NC 27701",,
2097,Senior Data Analyst,Envista Holdings,"Brea, CA",,
2098,NLP and Machine Learning Research Scientist,Baidu USA,United States,,"$140,000 - $250,000 a year"
2099,POPULATION HEALTH SENIOR DATA ANALYST,Network Medical Management Inc,"Alhambra, CA 91801",3.1,
2100,"Principal, Machine Learning",Comcast,"Philadelphia, PA 19103",3.7,
2101,Quality Assurance Analyst - Artificial Intelligence,"Strategic Education, Inc.","Herndon, VA",,
2102,Senior Data Scientist,Kforce,"Los Angeles, CA 90071",3.8,
2103,"Engineering Lead, AI Applications",Wells Fargo Bank,"Franklinton, NC 27525",3.7,
2104,Machine Learning Intern,Kelly,"Schaumburg, IL 60195",3.8,
2105,Sr. Software Engineer II - Uber AI Recommendation Platform,Uber,"San Francisco, CA 94105 (Financial District area)",3.7,
2106,Senior Data Analyst,TechOp Solutions International,"Washington, DC 20536 (Mount Vernon Square area)",4.3,
2107,"Associate Director, Statistical Programming",Penfield Search Partners,"Berkeley Heights, NJ",,
2108,Sr. Data Analyst,Advantage Resourcing,"Santa Ana, CA 92707",3.7,
2109,Data Scientist,Beacon Street Services,"Baltimore, MD 21201 (Mid-Town Belvedere area)",,
2110,Associate Data Scientist,The Hartford,"Hartford, CT",3.7,
2111,Director Data Science,Facebook,"Menlo Park, CA",4.2,
2112,Data Science & Analytics Mgr,RTX,"Farmington, CT 06030",4.8,
2113,Machine Learning Engineer,MORSE Corp,"Cambridge, MA 02139 (Cambridgeport area)",,
2114,Capital Markets Big Data Technology Lead,Wells Fargo Bank,"Jackson Heights, NY 11372",3.7,
2115,"Data Science Director, Community Relevance",Facebook,"Menlo Park, CA",4.2,
2116,Data Migration Architect,CyberCoders,"Milwaukee, WI 53202",3.3,"$120,000 - $140,000 a year"
2117,Marketing Data Engineering Senior Manager,Wells Fargo Bank,"Charlotte, NC 28244 (Fourth Ward area)",3.7,
2118,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,"Boston, MA 02210 (South Boston area)",3.7,
2119,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,"Menlo Park, CA",4.2,
2120,Sr Software Engineer - Uber AI Building Blocks,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
2121,Data Science Manager - Remote,Kforce,"New York, NY 10016 (Gramercy area)",3.8,
2122,Sr. Data Analyst,Advantage Resourcing,"Santa Ana, CA 92707",3.7,
2123,Senior Software Engineer (Machine Learning),CyberCoders,"Washington, DC 20001 (Shaw area)",3.3,"$130,000 - $150,000 a year"
2124,College Intern Technical/Data Scientist,Northrop Grumman,"McLean, VA 22102",4.0,
2125,Data Scientist,Javelin Biotech,"Woburn, MA 01801",,
2126,Healthcare Data Scientist,University of Maryland Medical System,"Linthicum, MD 21090",3.5,
2127,Data Scientist,AppZen,"San Jose, CA",2.5,
2128,Data Scientist - Meaningful Matches,Nuna,"San Francisco, CA",,
2129,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
2130,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
2131,"Vice President, Data Science (Atlanta, GA)",BlackRock,"Atlanta, GA 30326 (Buckhead area)",3.8,
2132,"Technical Program Manager, Core Machine Learning - Ads",Facebook,"Menlo Park, CA",4.2,
2133,"Software Engineer, Machine Learning",Facebook,"Los Angeles, CA",4.2,
2134,Staff Machine Learning Engineer,Intuit,"Mountain View, CA 94041",4.2,
2135,"Technical Program Manager, Machine Learning Infrastructure",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
2136,Marketing Data Engineering Senior Manager,Wells Fargo Bank,"Charlotte, NC 28244 (Fourth Ward area)",3.7,
2137,Sr. Statistician (Device Studies) - Remote,Penfield Search Partners,"Fairfield, CT",,
2138,Principal Statistical Programmer,Penfield Search Partners,"San Diego, CA",,
2139,Business Data Scientist,Amerant Bank,"Miami, FL 33137 (Wynwood - Edgewater area)",4.0,
2140,Data Scientist,CEO Foundry,"Foundry, NH",,
2141,"Associate Director, Advanced Analytics and Data Science","Gravity Infosolutions, Inc.",Remote,,$50 - $55 an hour
2142,Senior Data Analyst,Guidehouse,"Huntsville, AL 35895",3.4,
2143,"Program Manager, Data Scientist",General Dynamics,"Atlanta, GA 30350",3.8,
2144,Data Scientist,Perspecta,"McLean, VA 22107",3.3,
2145,Senior Business Data Analyst,Intuit,"Eagle, ID 83616",4.2,
2146,Senior Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,"$5,325 - $10,533 a month"
2147,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,Nevada,,$25 an hour
2148,Data Science Consultant,General Dynamics,"Washington, DC",3.8,
2149,RF Signals and AI/ML Engineer,Mitre Corporation,"Bedford, MA",4.0,
2150,Staff ML Engineer -- Pricing and Incentives,Uber,"Palo Alto, CA 94304",3.7,
2151,Senior Statistician - Innovative Biopharma - USA,Warman O'Brien,United States,,"$75,688 - $149,805 a year"
2152,Software Engineering Manager - Machine Learning,Facebook,"San Francisco, CA 94131 (Noe Valley area)",4.2,
2153,Senior Machine Learning Engineer,PeopleReady,"Chicago, IL 60608",3.6,
2154,Healthcare Data Scientist,University of Maryland Medical System,"Linthicum, MD 21090",3.5,
2155,Data Scientist,AppZen,"San Jose, CA",2.5,
2156,Data Scientist - Meaningful Matches,Nuna,"San Francisco, CA",,
2157,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
2158,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
2159,Senior Data Science Analyst - Center for Digital Health,Mayo Clinic,"Rochester, MN 55901",4.1,
2160,Staff Lead Data Scientist,Freedom Financial Network,"San Mateo, CA 94402 (Beresford area)",3.6,
2161,Staff Software Engineer - Machine Learning,Intuit,"San Diego, CA 92101",4.2,
2162,"Senior Manager, Machine Learning Engineer",Capital One,"Boston, MA 02112 (Central area)",3.9,
2163,Sr. Staff Data Analyst (Consumer Web Products),Freedom Financial Network,"Tempe, AZ 85284",3.6,
2164,Senior Data Scientist,Kforce,"Los Angeles, CA 90071",3.8,
2165,Research Intern (FAIR) (AI) - Paris,Facebook,"Menlo Park, CA",4.2,
2166,"Statistician, Sr",General Dynamics,"Washington, DC",3.8,
2167,Senior Machine Learning (ML) Engineer - Eats Discovery,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
2168,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,"Raleigh, NC",,"$120,000 - $150,000 a year"
2169,Data Scientist - Marketplace Product,Houzz,"Santa Monica, CA",3.2,
2170,Data Scientist,SmileDirectClub,"Nashville, TN 37219",2.9,
2171,Sr. Data Scientist I,Datto Jobs,"Boston, MA",,
2172,Machine Learning Engineer /Data Scientist /Software Engineer...,Energy Solutionss,"Austin, TX 78704 (South Lamar area)",,$50 - $200 an hour
2173,Data Scientist-Top Secret/SCI clearance required,Phoenix Resourcing Group,"Washington, DC",,"$140,000 - $160,000 a year"
2174,Data Scientist - Defense & Intelligence,Elder Research Inc,"Fort Meade, MD 20755",,
2175,Machine Learning Customer Solutions Manager,Seeq Corporation,"Seattle, WA 98101 (Downtown area)",,
2176,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
2177,"Associate Director, Statistical Programming",Bristol Myers Squibb,"Seattle, WA",4.2,
2178,Senior Data Analyst,Varsity Tutors,"Chicago, IL 60606 (The Loop area)",3.9,
2179,Lead AI Software Engineer,Mitre Corporation,"McLean, VA",4.0,
2180,Senior Data Analyst,Guidehouse,"Huntsville, AL 35895",3.4,
2181,Machine Learning Architect - Data & Analytics,Credera,"Dallas, TX 75251 (North Dallas area)",4.0,
2182,Staff Machine Learning Engineer,Intuit,"Mountain View, CA 94041",4.2,
2183,"Engineering Lead, AI Applications",Wells Fargo Bank,"Selma, NC 27576",3.7,
2184,Staff/Senior Data Scientist - Product Metrics,Twitter,"Seattle, WA",4.1,
2185,Associate Data Scientist,NextEra Energy,"Juno Beach, FL 33408",3.9,
2186,Sr. Engineering Records and Data Analyst,LOCKHEED MARTIN CORPORATION,"Stratford, CT 06615",4.0,
2187,Principal Data Scientist,Vanguard,"Charlotte, NC",3.8,
2188,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",United States,3.9,
2189,Fraud Data Scientist,Nike,"Beaverton, OR",4.1,
2190,Data Scientist,Syneos Health Commercial Solutions,"New York, NY",3.9,
2191,Business Data Scientist,Amerant Bank,"Miami, FL 33137 (Wynwood - Edgewater area)",4.0,
2192,Data Scientist,CEO Foundry,"Foundry, NH",,
2193,"Manager, Data Scientist, Optimization",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
2194,"Manager, Statistical Programming","Daiichi Sankyo, Inc.","Basking Ridge, NJ",3.8,
2195,"Data Science Manager, Integrity Ecosystems Mission Control",Facebook,"Washington, DC",4.2,
2196,"Software Engineer, AI",Facebook,"Menlo Park, CA",4.2,
2197,Software Engineer II - Machine Learning (Incentive Optimizat...,Uber,"Sunnyvale, CA 94086",3.7,
2198,Data Science Manager - Remote,Kforce,"New York, NY 10016 (Gramercy area)",3.8,
2199,Principal Data Scientist,Vanguard,"Charlotte, NC",3.8,
2200,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",United States,3.9,
2201,Fraud Data Scientist,Nike,"Beaverton, OR",4.1,
2202,Data Scientist,Syneos Health Commercial Solutions,"New York, NY",3.9,
2203,Business Data Scientist,Amerant Bank,"Miami, FL 33137 (Wynwood - Edgewater area)",4.0,
2204,Data Scientist,CEO Foundry,"Foundry, NH",,
2205,LEAD DATA SCIENTIST,Presbyterian Healthcare Services,"Albuquerque, NM 87113 (Wildflower area)",3.4,
2206,Data Science & Analytics Mgr,RTX,"Plantsville, CT 06479",4.8,
2207,POPULATION HEALTH SENIOR DATA ANALYST,Network Medical Management Inc,"Alhambra, CA 91801",3.1,
2208,Senior Machine Learning Engineer,Change Healthcare,"Amboy, WA 98601",3.0,
2209,"Software Engineer, AI",Facebook,"Menlo Park, CA",4.2,
2210,Backend Engineer - Uber AI (Michelangelo Platform),Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
2211,Business Analysis Engineer - Risk Data Management Manager,Freddie Mac,"McLean, VA 22102",3.8,
2212,Machine Learning Intern,Kelly,"Lincolnshire, IL 60069",3.8,
2213,Senior Director of Statistics – Innovative Biopharmaceutical...,Warman O'Brien,"Raleigh, NC",,"$170,000 - $200,000 a year"
2214,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
2215,Data Scientist,"ATCS, P.L.C.","Herndon, VA 20171",4.4,
2216,Clinical Data Scientist - Veeva Stats - Raleigh Hub,Veeva Systems,"Raleigh, NC",4.0,
2217,Data Scientist 2 - Care Delivery,Humana,"Louisville, KY",3.7,
2218,Data Scientist - Machine Learning/Cortex Data Science,Twitter,"Boston, MA",4.1,
2219,Data Quality Scientist,Verana Health,"San Francisco, CA",,
2220,Data Scientist (Peru or Costa Rica),Provectus,United States,3.0,
2221,Security Data Scientist,Microsoft,"Atlanta, GA",4.2,
2222,Data Scientist I,UST Global,"Aliso Viejo, CA 92656",3.7,
2223,Organizational Integrity Data Scientist,PeaceHealth,"Vancouver, WA 98683 (Bennington area)",3.5,
2224,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
2225,RF Signals and AI/ML Engineer,Mitre Corporation,"Bedford, MA",4.0,
2226,Systems Engineer III,Perspecta,"Springfield, VA 22161",3.3,
2227,Predictive Modeling Analyst IV,Perspecta,"Herndon, VA",3.3,
2228,"Manager, Statistical Programming",Penfield Search Partners,"Basking Ridge, NJ",,
2229,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
2230,"Senior Data Analyst, Commodities",The Mom Project,"New York, NY",,$50 an hour
2231,"(Sr.) Engineer, AI Perception Algorithm",Black Sesame Technologies Inc,"San Jose, CA",,
2232,"Technical Sourcer, Data Science",Facebook,"Menlo Park, CA",4.2,
2233,"Data Science Director, Ads Measurement",Facebook,"Seattle, WA",4.2,
2234,Senior Machine Learning Engineer,Solution Consulting Group,"Knoxville, TN 37923",,
2235,Data Scientist,Perspecta,"McLean, VA 22107",3.3,
2236,Jr. Machine Learning Implementation Engineers,Enhance IT,United States,3.1,From $30 an hour
2237,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
2238,Data Architect,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
2239,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
2240,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,Remote,,$25 an hour
2241,Software Engineer II (Machine Learning),Uber,"New York, NY 10018 (Clinton area)",3.7,
2242,Predictive Modeler III (Enterprise Risk),Navy Federal Credit Union,"Vienna, VA 22180",4.0,
2243,Machine Learning Engineer - Radar (Top Secret Clearance rqd),CyberCoders,"El Segundo, CA 90245",3.3,
2244,"Junior Data Engineer - Austin, TX",Deloitte,"Austin, TX",4.0,
2245,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
2246,Data Science & Analytics Mgr,RTX,"Farmington, CT 06030",4.8,
2247,Business Analyst - Data Science,MedPro Group,"Fort Wayne, IN 46815 (Maplewood Park area)",3.2,
2248,Senior Data Analyst (002.082),General Dynamics,"Washington, DC",3.8,
2249,"Data Science Director, Ads Measurement",Facebook,"Menlo Park, CA",4.2,
2250,"Stagiaire Core Data Science, Optimisation Research (PhD)",Facebook,"Menlo Park, CA",4.2,
2251,"Data Software Engineers, Data Scientists - python, r, sql, -...",The Bivium Group,New Hampshire,,"$80,000 - $170,000 a year"
2252,"Software Engineer, Machine Learning",Facebook,"Los Angeles, CA",4.2,
2253,Pipeline AI Engineer Software,Northrop Grumman,"Baltimore, MD 21240",4.0,
2254,"Sr. Specialist, Statistical Programming",Penfield Search Partners,"Princeton, NJ",,
2255,Principal Data Architect - Director,North Highland,"Charlotte, NC 28202 (Downtown Charlotte area)",3.5,
2256,"Research Scientist, Machine Learning for Image Synthesis (Ph...",Facebook,"Redmond, WA",4.2,
2257,Sr Software Engineer - Uber AI Building Blocks,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
2258,"Statistician/ St. Louis, MO",Kelly,"Fairview Heights, IL 62208",3.8,
2259,Data Scientist - Analytics,Wealthfront,"Palo Alto, CA 94301 (University South area)",,
2260,Data Scientist II,Fresenius Medical Care,"Waltham, MA 02451",3.4,
2261,Machine Learning Engineer,Affinaquest,Remote,,"From $90,000 a year"
2262,Data Review Senior Scientist,Piper Companies,"Durham, NC",4.5,"$75,000 - $85,000 a year"
2263,Staff Lead Data Scientist,Freedom Financial Network,"Tempe, AZ 85284",3.6,
2264,Data Scientist-Senior,Perspecta,"Washington, DC 20022",3.3,
2265,Data Architect,"Atlas Air, Inc","Purchase, NY 10577",3.5,
2266,"Data Science Manager, Ads Core ML",Facebook,"Menlo Park, CA",4.2,
2267,Big Data Engineer (Spark/Python),Navy Federal Credit Union,"Vienna, VA 22180",4.0,
2268,Research Scientist - RF Machine Learning,Perspecta,"College Park, MD 20741",3.3,
2269,Machine Learning Engineer,Comcast,"Washington, DC 20005 (Logan Circle area)",3.7,
