,title,company,city,rating,salary
1743,Predictive Modeling Analyst IV,Perspecta,"Herndon, VA",3.3,
1744,Machine Learning Operations Engineer,Corporate Brokers,"Rockville, MD 20850",4.1,
1745,Data Scientist,ManTech International Corporation,"Norfolk, VA",3.9,
1746,"Software Engineer / Data Scientist, Fleet Analytics",Tesla,"Palo Alto, CA",3.5,
1747,Data Scientist,Milliman,"Brookfield, WI 53005",3.6,
1748,"Junior Data Engineer - Austin, TX",Deloitte,"Austin, TX",4.0,
1749,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1750,"Vice President, Data Science (Atlanta, GA)",BlackRock,"Atlanta, GA 30326 (Buckhead area)",3.8,
1751,Senior Data Analyst,Varsity Tutors,"Salt Lake City, UT",3.9,
1752,Senior Statistical Programmer,PAREXEL,"La Vernia, TX 78121",3.7,
1753,Machine Learning Customer Solutions Manager,Seeq Corporation,"Seattle, WA 98101 (Downtown area)",,
1754,"Software Engineer, Machine Learning",Facebook,"Los Angeles, CA",4.2,
1755,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,California,,$25 an hour
1756,Senior Software Engineer - Machine Learning,Intuit,"Mountain View, CA 94041",4.2,
1757,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
1758,RWE Statistical Programmer/Analyst - Remote,Penfield Search Partners,"Fairfield, CT",,
1759,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,"Boise, ID 83702 (Harrison Blvd area)",3.3,
1760,Data Scientist in Remote Mental Healthcare,Brightside Health,Remote,,
1761,Machine Learning Engineer,Affinaquest,Remote,,"From $90,000 a year"
1762,Data Scientist,Bind,Minnesota,2.3,
1763,Data Scientist II,Fresenius Medical Care,"Waltham, MA 02451",3.4,
1764,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
1765,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
1766,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,Remote,,$15 - $50 an hour
1767,Sr. Data Scientist I,Datto Jobs,"Boston, MA",,
1768,Data Scientist,NowPow,"Chicago, IL 60615 (East Hyde Park area)",4.4,
1769,AML Statistician / Scenario Development & Enhancement,Citi,"Tampa, FL 33601",3.9,
1770,Director Data Science,Facebook,"Seattle, WA",4.2,
1771,Data Science Manager,Dealerware,"Austin, TX",,
1772,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,"Menlo Park, CA",4.2,
1773,Artificial Intelligence and Embedded Systems Software Engine...,"General Technical Services, LLC and Fibertek, Inc.","Adelphi Laboratory Center, MD",,"$85,000 - $110,000 a year"
1774,Java Big Data Developers,Kforce,"Wilmington, DE 19803",3.8,
1775,Senior Data & Applied Scientist,Microsoft,"Redmond, WA 98052 (Overlake area)",4.2,
1776,Sr. Engineering Records and Data Analyst,LOCKHEED MARTIN CORPORATION,"Stratford, CT 06615",4.0,
1777,Sr. Data Scientist I,Datto Inc.,"Norwalk, CT 06851",3.5,
1778,Data Scientist,QVine Corporation,"Washington, DC",4.3,
1779,"Sr. Data Scientist, Experimentation",Time Warner,"Los Angeles, CA",3.8,
1780,College Intern Technical/Data Scientist,Northrop Grumman,"McLean, VA 22102",4.0,
1781,Data Scientist,Javelin Biotech,"Woburn, MA 01801",,
1782,Machine Learning Architect - Data & Analytics,Credera,"Houston, TX",4.0,
1783,Senior Data Analyst,Varsity Tutors,"Chicago, IL 60606 (The Loop area)",3.9,
1784,Senior Data Analyst - Credit Risk Mgmt,Comcast,"Philadelphia, PA 19103",3.7,
1785,Sr. Director of Machine Learning,Capital One,"Richmond, VA 23218 (City Center area)",3.9,
1786,Product Manager - Machine Learning,CyberCoders,"Boston, MA 02116 (South End area)",3.3,
1787,Principal Data Architect - Director,North Highland,"Charlotte, NC 28202 (Downtown Charlotte area)",3.5,
1788,Data Science Manager - Remote,Kforce,"New York, NY 10016 (Gramercy area)",3.8,
1789,Lead AI / ML Engineer,CyberCoders,"Phoenix, AZ 85021 (North Mountain area)",3.3,"$140,000 - $180,000 a year"
1790,Machine Learning Engineer /Data Scientist /Software Engineer...,Energy Solutionss,"Austin, TX 78704 (South Lamar area)",,$50 - $200 an hour
1791,Director Data Science,Facebook,"Menlo Park, CA",4.2,
1792,Data Scientist,Perspecta,"Springfield, VA 22161",3.3,
1793,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,Remote,,$25 an hour
1794,"SR Data Analyst, Master Data Management",CDW,"Vernon Hills, IL",3.7,
1795,Data Science Manager,Facebook,"Menlo Park, CA",4.2,
1796,Mgr I - Data Science,pods,"Clearwater, FL 33760",3.2,
1797,"Data Science Manager, Ads Core ML",Facebook,"Menlo Park, CA",4.2,
1798,"Senior Manager, Statistical Programming (Remote)",ClinChoice Inc,"Fort Washington, PA 19034",,
1799,RF Signals and AI/ML Engineer,Mitre Corporation,"Bedford, MA",4.0,
1800,Staff Machine Learning Engineer,Intuit,"Mountain View, CA 94041",4.2,
1801,"AWS Machine Learning Engineer, Senior",Freddie Mac,"McLean, VA 22102",3.8,
1802,Software Engineer (Machine Learning) - Freight,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1803,Marketing Data Engineering Senior Manager,Wells Fargo Bank,"Mount Holly, NC 28120",3.7,
1804,Software Engineer - Deep Learning Platform (Seattle),Uber,"Sunnyvale, CA 94086",3.7,
1805,Statistician,Global Pharmatek,United States,,$50 - $60 an hour
1806,"Data Science Director, Ads Measurement",Facebook,"Seattle, WA",4.2,
1807,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,"Reno, NV 89501 (Northeast area)",3.0,
1808,Senior Data Analyst,Varsity Tutors,"Salt Lake City, UT",3.9,
1809,Artificial Intelligence SME,"Modern Technology Solutions, Inc.","Alexandria, VA 22312",4.4,
1810,Senior Data Analyst - Top Secret required,General Dynamics,"Washington, DC",3.8,
1811,Machine Learning Engineer (AI Engagements),Uber,"San Francisco, CA 94105 (Financial District area)",3.7,
1812,"AWS Machine Learning Engineer, Senior",Freddie Mac,"McLean, VA 22102",3.8,
1813,Research Intern (FAIR) (AI) - Paris,Facebook,"Menlo Park, CA",4.2,
1814,Data Science Manager - Remote,Kforce,"Austin, TX 78701 (Downtown area)",3.8,
1815,Business Systems Analyst - Testing and Analysis (AI and Voic...,National General Insurance,"Antioch, TN 37013",2.9,
1816,"Partner Engineer, AI/PyTorch",Facebook,"Atlanta, GA",4.2,
1817,Test Engineer | Artificial Intelligence (#14101899),Rock Point Search,"San Francisco, CA",,
1818,Software Engineer - Machine Learning Platform,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1819,"Research Intern, Audio Machine Learning and Signal Processin...",Facebook,"Menlo Park, CA",4.2,
1820,Capital Markets Big Data Technology Lead,Wells Fargo Bank,"New York, NY 10017 (Murray Hill area)",3.7,
1821,"Technical Program Manager, Machine Learning Infrastructure",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
1822,"Lead Quantitative Analyst, Data Science",NATIONAL GRID CO USA (NE POWER),"Waltham, MA",3.8,
1823,Senior Manager Data Architecture (Big Data Architect),Hanes Brands,"Winston-Salem, NC 27105",3.8,
1824,Staff Software Engineer - AI Ethics,Indeed,"Sunnyvale, CA 94086 (Washington area)",4.3,"$138,000 - $174,000 a year"
1825,"Healthcare Cloud Analyst, AI/ML- Senior Associate",PwC,"Chicago, IL 60695 (Loop area)",4.0,
1826,"Data Science Director, Community Relevance",Facebook,"Menlo Park, CA",4.2,
1827,"Partner Engineer, AI/PyTorch",Facebook,"Austin, TX (Downtown area)",4.2,
1828,Lead AI Software Engineer,Mitre Corporation,"McLean, VA",4.0,
1829,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
1830,RWE Statistical Programmer/Analyst - Remote,Penfield Search Partners,"Fairfield, CT",,
1831,"Senior Associate, Conversational AI Developer",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
1832,NLP / Machine Learning Engineer - Scala / Java Japanese Mark...,CyberCoders,"Pasadena, CA 91101",3.3,
1833,"Manager, Statistical Programming",Penfield Search Partners,"Basking Ridge, NJ",,
1834,Lead AI / ML Engineer,CyberCoders,"Phoenix, AZ 85021 (North Mountain area)",3.3,"$140,000 - $180,000 a year"
1835,Senior Data Scientist,dMASS,"Austin, TX 78701 (Downtown area)",,
1836,Senior Data Scientist,Veeva Systems,"New York, NY",4.0,
1837,"Data Scientist, Analytics & Inference",Codecademy,"New York, NY",4.2,
1838,Senior Data Scientist,West Creek Financial,"Washington, DC",4.0,
1839,Data Engineer / Scientist,MediaAlpha,"Redmond, WA",,
1840,Data Scientist,Infostretch Corporation,"Pleasanton, CA",3.2,
1841,Data Scientist,Fuzzy Logix,"Charlotte, NC 28262 (University City North area)",,
1842,Sr. Data Scientist,Vimeo,"New York, NY",,
1843,Statistical Data Analyst,Massachusetts General Hospital(MGH),"Boston, MA 02114 (West End area)",4.3,
1844,"Data Scientist, 40Hrs, Cardiovascular Medicine-One Brave Ide...",Brigham & Women's Hospital(BWH),"Brookline, MA 02445",4.1,
1845,Data Scientist III,Expedia.com,"Seattle, WA 98119 (Queen Anne area)",3.9,
1846,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1847,REMOTE Safety Data Scientist II,Raland Compliance Partners,Remote,,$50 - $95 an hour
1848,Data Scientist (Remote),Madison Reed,"San Francisco, CA 94110 (Mission area)",3.1,
1849,Data Scientist,Alaka`ina Foundation Family of Companies,"San Antonio, TX",,
1850,Chief Data Scientist,SportsBiz Group Inc,Remote,,"$150,000 - $190,000 a year"
1851,Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,$25.29 - $50.19 an hour
1852,Principal Data Scientist,Activision,"Santa Monica, CA",3.9,
1853,Data Scientist,Beyond Limits,"Glendale, CA 91203",3.5,
1854,Data Scientist,Olo,"New York, NY 10012 (NoHo area)",2.8,
1855,Data Scientist,Hitachi Solutions Ltd,"Chicago, IL 60606 (The Loop area)",3.8,
1856,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,"Boulder, CO",4.1,
1857,Data Science Fellowship,Boys & Girls Clubs of Southeastern Michigan,"Detroit, MI 48228",4.2,"$116,100 a year"
1858,Data Scientist,Ancestry,"San Francisco, CA 94107 (South Beach area)",3.9,
1859,Data Scientist,Beacon Street Services,"Baltimore, MD 21201 (Mid-Town Belvedere area)",,
1860,Associate Data Scientist,The Hartford,"Hartford, CT",3.7,
1861,Data Science Manager,Facebook,"Menlo Park, CA",4.2,
1862,Senior Statistical Programmer,PAREXEL,"Seguin, TX 78155",3.7,
1863,"Manager, Statistical Programming - Translational Medicine","Daiichi Sankyo, Inc.","Basking Ridge, NJ",3.8,
1864,"Senior Manager, Machine Learning Engineer",Capital One,"Boston, MA 02112 (Central area)",3.9,
1865,Senior Data Analyst (Salesforce exp. preferred),1199SEIU Family of Funds,"New York, NY",4.0,
1866,"Associate Director, Statistical Programming",Penfield Search Partners,"Berkeley Heights, NJ",,
1867,Lead Analyst of Data Visualization,Hanes Brands,"Winston-Salem, NC 27105",3.8,
1868,Senior Data Analyst / Principal Data Analyst,Liberty Mutual Insurance,"Indianapolis, IN 46201",3.6,"$99,300 a year"
1869,"2021402 Data Scientist $150,000.00",B4CORP,"Tysons, VA",,"Up to $150,000 a year"
1870,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
1871,Capital Markets Big Data Technology Lead,Wells Fargo Bank,"New York, NY 10017 (Murray Hill area)",3.7,
1872,Senior Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,"$5,325 - $10,533 a month"
1873,"Senior Manager, Data and Machine Learning Engineering",Capital One,"New York, NY 10012 (Greenwich Village area)",3.9,
1874,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1875,Director of Machine Learning and Research,Capital One,"Richmond, VA 23218 (City Center area)",3.9,
1876,"Stagiaire Core Data Science, Impact Sociétal (PhD)",Facebook,"Menlo Park, CA",4.2,
1877,Marketing Data Engineering Senior Manager,Wells Fargo Bank,"Mount Mourne, NC 28123",3.7,
1878,Android Engineer - Uber AI - Building Blocks,Uber,"San Francisco, CA 94105 (Financial District area)",3.7,
1879,NLP / Machine Learning Engineer - Scala / Java Japanese Mark...,CyberCoders,"Pasadena, CA 91101",3.3,
1880,Sr. Data Analyst,Advantage Resourcing,"Santa Ana, CA 92707",3.7,
1881,Senior Research Engineer -RF/Machine Learning,Perspecta,"College Park, MD 20741",3.3,
1882,Data Scientist,Milliman,"Brookfield, WI 53005",3.6,
1883,"Junior Data Engineer - Austin, TX",Deloitte,"Austin, TX",4.0,
1884,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1885,Intern - Data Science (Summer 2021),MedPro Group,"Fort Wayne, IN 46815 (Maplewood Park area)",3.2,
1886,Lead Statistical Programmer,PharmaOut,United States,,
1887,"AVP, AML Statistician - Scenario Development R, SAS, SQL",Citi,"Tampa, FL 33601",3.9,
1888,Director Data Science,Facebook,"Seattle, WA",4.2,
1889,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1890,Senior Statistical Programmer,PAREXEL,"Kingsville, TX 78364",3.7,
1891,Senior Software Engineer - Machine Learning,Intuit,"Mountain View, CA 94041",4.2,
1892,Senior Data Engineer - AI Labs,BlackRock,"New York, NY 10055 (Midtown area)",3.8,
1893,Senior Statistician,System One,"No Potomac, MD",3.6,
1894,"Partner Engineer, AI/PyTorch",Facebook,"Sausalito, CA 94965",4.2,
1895,Sr. Machine Learning Engineer at Marketplace Matching,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1896,"Senior Associate, Conversational AI Developer",KPMG,"Chicago, IL 60601 (The Loop area)",4.0,
1897,College Intern Technical/Data Scientist,Northrop Grumman,"McLean, VA 22102",4.0,
1898,Data Scientist,Javelin Biotech,"Woburn, MA 01801",,
1899,Healthcare Data Scientist,University of Maryland Medical System,"Linthicum, MD 21090",3.5,
1900,Data Scientist,AppZen,"San Jose, CA",2.5,
1901,Data Scientist - Meaningful Matches,Nuna,"San Francisco, CA",,
1902,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
1903,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
1904,Data Scientist (TS/SCI poly),Northrop Grumman,"Chantilly, VA",4.0,
1905,Predictive Modeler - Sports - No OPT,competitive balance analytics,Florida,,"$100,000 - $120,000 a year"
1906,GBSD Sr Data Analyst – Systems Engineer,Northrop Grumman,"Roy, UT",4.0,
1907,Machine Learning Engineer - Uber AI Recommendations,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1908,Software Engineer (Machine Learning) - Freight,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1909,"Technical Program Manager, Machine Learning Infrastructure",Facebook,"Bellevue, WA (Downtown area)",4.2,
1910,"Associate Director, Statistical Programming",Penfield Search Partners,"Berkeley Heights, NJ",,
1911,"Senior Statistician - Innovative Biopharma – Rayleigh, NC",Warman O'Brien,"Raleigh, NC",,"$100,000 - $120,000 a year"
1912,Data Review Senior Scientist,Piper Companies,"Durham, NC",4.5,"$75,000 - $85,000 a year"
1913,Data Scientist,Bind,Minnesota,2.3,
1914,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
1915,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,Remote,,$15 - $50 an hour
1916,Sr. Data Scientist I,Datto Jobs,"Boston, MA",,
1917,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
1918,Data Scientist,NowPow,"Chicago, IL 60615 (East Hyde Park area)",4.4,
1919,Associate Data Scientist,Gap Inc.,"San Francisco, CA",3.8,
1920,Data Scientist - AI Labs,BlackRock,"New York, NY 10055 (Midtown area)",3.8,
1921,Statistician,TARGET PHARMASOLUTIONS,"Durham, NC 27701",,
1922,"Program Manager, Data Scientist",General Dynamics,"Atlanta, GA 30350",3.8,
1923,"Data Science Manager, Shops Merchant Success",Facebook,"Menlo Park, CA",4.2,
1924,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,"San Francisco, CA 94131 (Noe Valley area)",4.2,
1925,Big Data Engineer (Spark/Python),Navy Federal Credit Union,"Vienna, VA 22180",4.0,
1926,Senior Machine Learning Engineer,Snap Finance,"Salt Lake City, UT 84126",3.4,
1927,Data Scientist - Meaningful Matches,Nuna,"San Francisco, CA",,
1928,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
1929,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
1930,Principal Deep Learning Applied Scientist w/ work exp in NLU...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1931,AI/ML Data Engineer,MORSE Corp,"Cambridge, MA 02139 (Cambridgeport area)",,
1932,"Data Scientist, Mid",General Dynamics,"Washington, DC",3.8,
1933,Principal Scientist,Insight Global,Remote,4.0,"$122,419 - $134,425 a year"
1934,"Data Science Manager, Ads Core ML",Facebook,"Menlo Park, CA",4.2,
1935,Senior Data Analyst,Aptive,"Alexandria, VA 22314 (Old Town area)",3.7,
1936,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,Nevada,,$25 an hour
1937,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
1938,Machine Learning Engineer II - Help Intelligence,Uber,"Palo Alto, CA 94304",3.7,
1939,"Privacy Policy Manager, Artificial Intelligence",Facebook,"San Francisco, CA 94131 (Noe Valley area)",4.2,
1940,Product Manager - Machine Learning,CyberCoders,"Boston, MA 02116 (South End area)",3.3,
1941,"Sr. Specialist, Statistical Programming",Penfield Search Partners,"Princeton, NJ",,
1942,"(Sr.) Engineer, AI Perception Algorithm",Black Sesame Technologies Inc,"San Jose, CA",,
1943,Data Science Application Developer,AnswerRocket,Remote,,"Up to $125,000 a year"
1944,Data Scientist - Employer Benefits & Claims,Cerner,"Kansas City, MO",3.5,
1945,Senior Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,"$5,325 - $10,533 a month"
1946,Sr. Data Analyst,Freedom Financial Network,"Tempe, AZ 85284",3.6,
1947,Director Data Science,Facebook,"Seattle, WA",4.2,
1948,"Sr. Manager, Statistical Programming",Bristol Myers Squibb,"Seattle, WA",4.2,
1949,Machine Learning Customer Solutions Manager,Seeq Corporation,"Seattle, WA 98101 (Downtown area)",,
1950,Lead Data Scientist,Comcast,"Philadelphia, PA 19103",3.7,
1951,"Stagiaire Core Data Science, Optimisation Research (PhD)",Facebook,"Menlo Park, CA",4.2,
1952,Machine Learning Engineer,Perspecta,"Wharton, NJ 07885",3.3,
1953,Data Science Engineer,"BioIntelliSense , Inc.","Golden, CO 80401",,
1954,Business Analysis Engineer - Risk Data Management Manager,Freddie Mac,"McLean, VA 22102",3.8,
1955,Test Engineer | Artificial Intelligence (#14101899),Rock Point Search,"San Francisco, CA",,
1956,"Statistician/ St. Louis, MO",Kelly,"St. Louis, MO 63125",3.8,
1957,Associate Data Scientist,Gap Inc.,"San Francisco, CA",3.8,
1958,AI/ML Data Engineer,MORSE Corp,"Cambridge, MA 02139 (Cambridgeport area)",,
1959,"Senior Consultant - Advanced Solutions, Energy Data Scientis...",Guidehouse,"San Francisco, CA 94102 (Downtown area)",3.4,"$72,000 - $80,000 a year"
1960,LEAD DATA SCIENTIST,Presbyterian Healthcare Services,"Albuquerque, NM 87113 (Wildflower area)",3.4,
1961,"Scientist, Clinical Data Manager",Reynolds,"Winston-Salem, NC 27101",3.8,
1962,"Associate Bioinformatics, Data Scientist",international aids vaccine,"La Jolla, CA 92037",,
1963,Senior Statistical Programmer,PAREXEL,"La Vernia, TX 78121",3.7,
1964,Senior Business Data Analyst,Intuit,"Plano, TX 75023",4.2,
1965,Senior Data Analyst - Top Secret required,General Dynamics,"Washington, DC",3.8,
1966,"Stagiaire Core Data Science, Algorithmes de Produits (PhD)",Facebook,"Menlo Park, CA",4.2,
1967,"Software Engineer, AI",Facebook,"Menlo Park, CA",4.2,
1968,"Data Science Director, Instagram Growth",Facebook,"Menlo Park, CA",4.2,
1969,Senior Data Science Engineer,CyberCoders,"Boston, MA 02110 (Central area)",3.3,"$150,000 - $170,000 a year"
1970,"Research Intern, Audio Machine Learning and Signal Processin...",Facebook,"Menlo Park, CA",4.2,
1971,Senior Software Engineer (Machine Learning),CyberCoders,"Washington, DC 20001 (Shaw area)",3.3,"$130,000 - $150,000 a year"
1972,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1973,"Associate Director, Advanced Analytics and Data Science","Gravity Infosolutions, Inc.",Remote,,$50 - $55 an hour
1974,Statistician,"Psychology Software Tools, Inc","Sharpsburg, PA 15215",,$24 - $30 an hour
1975,"Manager, Statistical Programming",Bristol Myers Squibb,"Seattle, WA",4.2,
1976,"Data Scientist, Analytics (PhD)",Facebook,"Menlo Park, CA",4.2,
1977,Senior Data Analyst (002.082),General Dynamics,"Washington, DC",3.8,
1978,Staff Software Engineer - Machine Learning,Intuit,"San Diego, CA 92101",4.2,
1979,Senior Statistical Programmer,PAREXEL,"JBSA Randolph, TX 78150",3.7,
1980,Software Engineering Manager - Machine Learning,Facebook,"Menlo Park, CA",4.2,
1981,Research Intern (FAIR) (AI) - Paris,Facebook,"Menlo Park, CA",4.2,
1982,Senior Data Analyst,Hollister Staffing,"Boston, MA",4.1,
1983,"Data Science Manager, Integrity Ecosystems Mission Control",Facebook,"San Francisco, CA 94131 (Noe Valley area)",4.2,
1984,Expert Lead Statistician - Ongoing Contract - Remote - USA,Warman O'Brien,Remote,,
1985,Sr. Data Analyst -Japanese Bilingual,"Pasona N A, Inc.","Cypress, CA",3.8,"$80,000 a year"
1986,Principal Statistician,System One,"No Potomac, MD",3.6,
1987,Data Scientist,Metalenz,"Boston, MA 02114 (West End area)",,
1988,"Senior Data Scientist, Product Analytics",Slice,New York State,4.1,
1989,Data Scientist,Trupanion,"Seattle, WA 98108 (Georgetown area)",3.6,
1990,Senior Data Scientist- Trace,Relativity,Remote,3.3,
1991,Data Scientist - Stylist Development,Stitch Fix,"San Francisco, CA",3.2,
1992,Data Scientist - AI/ML,"LoadSpring Solutions, Inc",Remote,2.3,
1993,Sr. Data Analyst / Data Scientist (CONTRACT),Broadridge,"Elmwood Park, NJ 07407",3.5,
1994,Computational Biologist / Data Scientist,Resolution Bioscience,"Kirkland, WA 98033 (Highlands area)",,
1995,Data Scientist,Beyond Limits,"Glendale, CA 91203",3.5,
1996,Principal Data Scientist,Activision,"Santa Monica, CA",3.9,
1997,Data Scientist,Olo,"New York, NY 10012 (NoHo area)",2.8,
1998,Data Scientist,ForMotiv,Remote,,"$75,000 - $120,000 a year"
1999,Cloud Data Services Associate,PwC,"San Antonio, TX 78206 (King William area)",4.0,
2000,Data Scientist (Remote),Madison Reed,"San Francisco, CA 94110 (Mission area)",3.1,
2001,Sr. Data Analyst,2nd Ave Thrift Stores,"Bensalem, PA 19020",2.8,"$85,000 - $95,000 a year"
2002,Principal Deep Learning Applied Scientist w/ work exp in NLU...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
2003,Machine Learning Data Scientist,Alpha Consulting,"Princeton, NJ",4.0,
2004,"Technical Sourcer, Data Science",Facebook,"Menlo Park, CA",4.2,
2005,"Family Communication Platform, Data Science - TLM",Facebook,"Menlo Park, CA",4.2,
2006,"SR Data Analyst, Master Data Management",CDW,"Vernon Hills, IL",3.7,
2007,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,"Reno, NV 89501 (Northeast area)",3.0,
2008,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,"Menlo Park, CA",4.2,
2009,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
2010,Senior Data Analyst - Credit Risk Mgmt,Comcast,"Philadelphia, PA 19103",3.7,
2011,Software Engineering Manager - Machine Learning,Facebook,"Menlo Park, CA",4.2,
2012,Sr Machine Learning Engineer - Maps,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
2013,Sr Machine Learning Engineer,Uber,"Sunnyvale, CA 94086",3.7,
2014,Machine Learning Operations Engineer,Corporate Brokers,"Rockville, MD 20850",4.1,
2015,Senior Statistical Programmer,System One,"Franklin Lakes, NJ 07417",3.6,"$80,000 - $120,000 a year"
2016,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,"Raleigh, NC",,"$120,000 - $150,000 a year"
2017,Sr. Data Analyst,Advantage Resourcing,"Santa Ana, CA 92707",3.7,
2018,"Manager, Conversational AI Developer",KPMG,"New York, NY",4.0,
2019,Associate Data Scientist,Gap Inc.,"San Francisco, CA",3.8,
2020,Inventory Analyst - Auto Parts,The Parts House,"Jacksonville, FL 32256 (Deercreek area)",3.2,
2021,Sr. Data Analyst - Partner Analytics,Strive Health,"Denver, CO 80202 (Central Business District area)",,"$71,360 - $107,040 a year"
2022,"Family Communication Platform, Data Science - TLM",Facebook,"Menlo Park, CA",4.2,
2023,Mgr I - Data Science,pods,"Clearwater, FL 33760",3.2,
2024,Senior Data Analyst,Guidehouse,"Huntsville, AL 35895",3.4,
2025,"Software Engineer, Machine Learning",Facebook,"Los Angeles, CA",4.2,
2026,Capital Markets Big Data Technology Lead,Wells Fargo Bank,"Hazlet, NJ 07730",3.7,
2027,Staff Machine Learning Engineer,Uber,"Sunnyvale, CA 94086",3.7,
2028,Predictive Modeling Analyst IV,Perspecta,"Herndon, VA",3.3,
2029,Data Science Manager - Remote,Kforce,"Austin, TX 78701 (Downtown area)",3.8,
2030,"Senior Associate, Conversational AI Developer",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
2031,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,"San Jose, CA 95121 (Evergreen area)",3.3,
2032,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,"Raleigh, NC",,"$120,000 - $150,000 a year"
2033,Sr. Marketing Analyst (Analytics),Snap Finance,"Salt Lake City, UT 84126",3.4,
2034,Director Data Science,Facebook,"Menlo Park, CA",4.2,
2035,Senior Data Science Analyst - Center for Digital Health,Mayo Clinic,"Rochester, MN 55901",4.1,
2036,Statistician (SAS),ICF,"Atlanta, GA",3.4,
2037,"Associate Director, Data Partner, Global Biometrics and Data...",Bristol Myers Squibb,"New Brunswick, NJ 08901",4.2,
2038,Machine Learning Engineer,MORSE Corp,"Cambridge, MA 02139 (Cambridgeport area)",,
2039,Lead Data Scientist,Comcast,"Philadelphia, PA 19103",3.7,
2040,"Data Science Manager, Shops Merchant Success",Facebook,"Seattle, WA",4.2,
2041,AVP - AML Statistician / Independent Validations - C12,Citi,"Tampa, FL 33601",3.9,
2042,"Senior Manager, Machine Learning",Comcast,"Washington, DC 20005 (Logan Circle area)",3.7,
2043,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,"Menlo Park, CA",4.2,
2044,Senior Statistician,System One,"No Potomac, MD",3.6,
2045,Senior Machine Learning (ML) Engineer - Eats Discovery,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
2046,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,"Salt Lake City, UT 84111 (Central City area)",3.3,"$90,000 - $120,000 a year"
2047,Associate Director for Advanced Analytics and Data Science,Aquent,"Washington, DC 20005 (Downtown area)",4.0,
2048,Lead Software Engineer (NLP) – Comcast Applied AI & Discover...,Comcast,"Washington, DC 20005 (Logan Circle area)",3.7,
2049,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
2050,Data Scientist,NowPow,"Chicago, IL 60615 (East Hyde Park area)",4.4,
2051,Associate Data Scientist,Gap Inc.,"San Francisco, CA",3.8,
