,title,company,rating,CITY,state,salary_year_mean
498,DATA SCIENTIST,CIITS,,Boca Raton,FL,
499,Business Intelligence Analyst / Data Scientist,World Education Services,3.5,New York,NY,
500,Senior Data Scientist,Vanguard,3.8,Malvern,PA,
501,Data Scientist - Tours,Redfin,3.4,Seattle,WA,
502,Data Scientist,Contus,,Atlanta,GA,
503,Data Scientist,"Interos, Inc.",,Virginia,VA,
504,Data Scientist,Luminator Technology Group,4.1,Plano,TX,
505,"Data Scientist, Software Engineering Data Analysis",Apple,4.2,Santa Clara Valley,CA,
506,Data Scientist,QuaEra,,New York,NY,
507,Data Scientist,BSI Solutions,,Charlotte,NC,100000.0
508,Data Scientist,FourthWall Media,5.0,Sterling,VA,
509,Data Scientist,Amobee,4.1,Baltimore,MD,
510,Principal Data Scientist,Oracle,3.8,Colorado,CO,152875.5
511,"Data Scientist - Instagram, Well-Being - Foundation",Facebook,4.2,Remote,REMOTE,
512,Staff Data Scientist - AI Ethics,Indeed,4.3,Remote,REMOTE,174000.0
513,Data Scientist 1 - Operations Research/Supply Chain,Nordstrom,3.9,Seattle,WA,
514,Data Scientist,"T. White Parker Associates, Inc.",,Washington,DC,
515,Data Scientist,Next Level Technology Inc.,,Morrisville,NC,151125.0
516,Data Scientist,"Interos, Inc.",,Virginia,VA,
517,Intern: Data Science,Equinix,3.8,Sunnyvale,CA,
518,Data Scientist,McGraw Hill,3.9,Boston,MA,
519,Data Scientist,Thermo Fisher Scientific,3.5,Boston,MA,
520,Associate Data Scientist,Great Jones,2.5,New York,NY,
521,Data Scientist,"OneAmerica Financial Partners, Inc",3.3,Indianapolis,IN,
522,Data Scientist,Chewy,2.7,Seattle,WA,
523,"Data Scientist - Norfolk , VA",Teledyne Brown Engineering,3.6,Hampton,VA,
524,Data Scientist,Doorstead,,California,CA,
525,Data Scientist,Cadent,3.1,Philadelphia,PA,
526,Data Scientist,Grainger,3.7,Chicago,IL,
527,Applied Data Scientist 2,Discovery,4.1,Bellevue,WA,
528,Associate Data Scientist,ARMADA CONSULTING,,Timonium,MD,
529,Data Scientist: Investment Research,"Two Sigma Investments, LLC.",3.8,New York,NY,
530,"Staff Data Scientist, Education",Chan Zuckerberg Initiative,4.8,Redwood City,CA,
531,Media Audience Data Scientist,WALGREENS,3.6,Deerfield,IL,
532,Data Scientist,Pricesenz,,Dallas,TX,78000.0
533,Data Scientist,QuEST Global Engineering,3.3,Houston,TX,
534,Model Validation Data Scientist,One Concern,,Menlo Park,CA,
535,"Senior Data Scientist, LTV & Segmentation",Nike,4.1,Beaverton,OR,
536,Data Scientist,Descript,,San Francisco,CA,
537,Sr. Data Scientist,Benson Hill,4.0,St. Louis,MO,
538,Data Scientist,Charles River Associates,4.1,Boston,MA,
539,"Data Scientist, Analytics and Insights",Adobe,4.3,San Francisco,CA,
540,DATA SCIENTIST,CIITS,,Boca Raton,FL,
541,Data Scientist - Applied Machine Learning,Virtual eForce,,Bellevue,WA,
542,Data Scientist,HPOne,3.3,Trumbull,CT,
543,Data Scientist,MMIT,2.8,Livingston,NJ,
544,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
545,Data Scientist - Statistician,Baylor College of Medicine,3.9,Houston,TX,
546,Data Scientist,Coyote Logistics,3.6,Chicago,IL,
547,Data Scientist/Data Engineer,Ford Motor Company,4.1,Dearborn,MI,
548,data scientist,Qikspace,,Seattle,WA,
549,Data Scientist - Analytics,OK Cupid,,New York,NY,
550,Data Scientist,BICP,,San Francisco,CA,
551,Data Science & Analytics,Digital Trike,,South Jordan,UT,
552,Data Scientist,REsurety,,Boston,MA,90000.0
553,Data Scientist- Global Quality Operations,AstraZeneca,4.1,Gaithersburg,MD,
554,Data Scientist,"ExtraHop Networks, Inc.",3.4,Seattle,WA,
555,Associate Data Scientist,Great Jones,2.5,New York,NY,
556,Data Scientist - Financial,iHerb,3.3,Remote,REMOTE,
557,Data Scientist,Edward-Elmhurst Health,3.8,Warrenville,IL,
558,Data Scientist – Cybersecurity (BHJOB22048_718),ITmPowered,,Denver,CO,
559,Data Scientist - Data Analytics,Impossible Foods,3.8,Redwood City,CA,
560,Data Scientist,TTEC,3.5,Boston,MA,
561,Data Scientist Advisor - Sales Reports and Analytics,Dell Technologies,4.0,Round Rock,TX,
562,Machine Learning Engineer / Data Scientist,The Blue Store,,Concord,CA,146250.0
563,Data Scientist,HP,4.0,Boise,ID,
564,"Data Scientist, Operations Analytics",Extend,,San Francisco,CA,
565,Predictive Modeler,Lancer Insurance Company,,Remote,REMOTE,100000.0
566,Data Scientist Applied Statistician I,Bayer,4.2,Creve Coeur,MO,
567,NLP - MRP Data Scientist,Espire Services,,Remote,REMOTE,132500.0
568,Data Scientist,AbleTo,3.9,New York State,NY,
569,"Senior Director, Data Scientist",WALGREENS,3.6,Deerfield,IL,
570,Sr. Data Scientist- Remote,Divisions Maintenance Group,2.8,Newport,KY,
571,Data Scientist,RELX Group,4.1,Alpharetta,GA,
572,Data Scientist - Engineering,Confluent,3.4,Mountain View,CA,
573,Data Scientist,CKM Analytix,,New York,NY,
574,Data Scientist,ANDURIL INDUSTRIES,,Irvine,CA,
575,Data Scientist - Product Analytics,Match / Match Affinity,,Dallas,TX,
576,Data Scientist,Tegria,,Remote,REMOTE,
577,Data Scientist / Data Analyst,"CRISIL Limited - NEW YORK , USA",,New York,NY,
578,Data Science Intern,Beckman Coulter Diagnostics,3.7,Chaska,MN,
579,Data scientist,Protos IT,,Atlanta,GA,
580,Data Scientist,Driveway,4.1,Aliso Viejo,CA,
581,Data Scientist - Publishing Royalties,Spotify,4.3,New York,NY,
582,Geospatial Data Scientist/Analyst,EpochGeo,,Reston,VA,150000.0
583,"Data Scientist, AppleCare Digital",Apple,4.2,Austin,TX,
584,Clinical Data Scientist,"LogicStream Health, Inc.",,Minneapolis-Saint Paul,MN,105000.0
585,"Associate, Data Scientist NLP",KPMG,4.0,Atlanta,GA,
586,"Data Scientist - Fraud Engineering, Algorithms, and Risk",Apple,4.2,Santa Clara Valley,CA,
587,Associate Data Scientist,Great Jones,2.5,New York,NY,
588,Data Scientist,"OneAmerica Financial Partners, Inc",3.3,Indianapolis,IN,
589,2021 WSI Technology Summer Internship - Machine Learning & D...,Williams Sonoma,3.5,San Francisco,CA,
590,Data Scientist,Chewy,2.7,Seattle,WA,
591,"Data Scientist - Norfolk , VA",Teledyne Brown Engineering,3.6,Hampton,VA,
592,Data Scientist,Doorstead,,California,CA,
593,Data Scientist,Cadent,3.1,Philadelphia,PA,
594,Data Scientist,Grainger,3.7,Chicago,IL,
595,Data Scientist,Mathematica Policy Research,3.8,Washington,DC,90500.0
596,Data Scientist,Eugenus Inc,2.8,San Jose,CA,
597,Data Scientist,PennyMac,3.0,Westlake Village,CA,
598,Data Scientist,Fuzzy Logix,,Charlotte,NC,
599,Data Scientist,Descript,,San Francisco,CA,
600,Data Scientist,Huntington Ingalls Industries Inc.,3.8,San Antonio,TX,
601,Data Scientist - Smart Grid,The AES Corporation,4.0,Indianapolis,IN,
602,Data Scientist,Eugenus Inc,2.8,San Jose,CA,
603,Senior Data Scientist,"Pixalate, Inc.",,Remote,REMOTE,
604,Data Science Intern,Fashom,,Remote,REMOTE,
605,Data Scientist,Big Data Federation,,Santa Clara,CA,
606,Data Scientist,"Continental Finance Company, LLC",,Wilmington,DE,90000.0
607,Senior Data Scientist,XPO Logistics,3.2,Portland,OR,
608,Data Scientist,Mavenir,3.5,Richardson,TX,
609,Machine Learning Engineer,Sadhguru Technologies Pvt Ltd,,Remote,REMOTE,195000.0
610,"Data Scientist, Service & Repair Analytics",Microsoft,4.2,Redmond,WA,
611,Data Scientist,Luminator Technology Group,4.1,Plano,TX,
612,Data Scientist,Internet of Things LLC,,Washington,DC,
613,Data Scientist,TCS,3.8,Columbus,IN,
614,Data Scientist,Musely,5.0,Santa Clara,CA,
615,Data Scientist,Brilliant Infotech,,Ewing,NJ,116500.0
616,Data Analyst / Data Science Analyst,Conduent,2.7,San Antonio,TX,
617,Data Scientist Sr,Anthem,3.7,Atlanta,GA,
618,Data Scientist,Georgia Tech,4.2,Atlanta,GA,
619,Data Scientist,GEICO,3.4,Chevy Chase,MD,
620,Senior Data Scientist,Devoted Health,3.3,Remote,REMOTE,
621,Data Scientist,Corel,3.6,Remote,REMOTE,
622,Data Scientist,Colgate-Palmolive,4.3,Piscataway,NJ,
623,Data Scientist,NorthOne,,San Francisco,CA,
624,Data Scientist,Innovative Edge Consulting,,Seattle,WA,
625,Junior Data Scientist,CACI,3.8,Washington,DC,
626,Data Scientist III (Bethesda or 100% Remote),Radian,3.5,Bethesda,MD,139745.0
627,Health Advocate E2H Data Scientist,Health Advocate,3.1,Remote,REMOTE,
628,Data Scientist,ViaSat,3.8,San Diego,CA,
629,Data Science Intern,GVEC,3.3,Seguin,TX,
630,Applied Data Scientist 2,Discovery,4.1,Bellevue,WA,
631,Data Scientist Director,Oracle,3.8,San Francisco,CA,
632,Data Scientist,IFG Companies,3.1,Atlanta,GA,
633,Data Scientist,John Deere,4.0,Urbandale,IA,
634,Data Scientist,FT Optimize,,Half Moon Bay,CA,
635,Data Scientist,CONTINENTAL FINANCE COMPANY,,Wilmington,DE,
636,DATA SCIENTIST,Decentrix,,Denver,CO,
637,Data Scientist,Pandera Systems,3.6,Orlando,FL,
638,Sr. Data Scientist,Caterpillar,3.9,Remote,REMOTE,
639,Sr. Data Scientist I,Datto Jobs,,Dallas,TX,
640,Senior Data Scientist,System1,,Los Angeles,CA,
641,Data Scientist (Risk Management),The UPED Group,,Dallas,TX,
642,Data Scientist - Oncology,C&G Consulting Services,,Princeton,NJ,130000.0
643,Data Scientist/Integrator (Part-Time),KBR,4.1,Lexington Park,MD,
644,Data Scientist,JW Player,2.8,New York State,NY,
645,"100% Remote, Princ Data Scientist : 21-00571",Akraya Inc.,3.7,Sunnyvale,CA,
646,Data Scientist,Contus,,Atlanta,GA,
647,Data Scientist Intern,Extreme Networks,3.6,Salem,NH,
648,Data Scientist - Research & Economics,Uber,3.7,San Francisco,CA,
649,Data Scientist - Lumedic,Providence,3.9,Seattle,WA,
650,Data Scientist - Deep Learning,Verb Surgical,3.8,Mountain View,CA,
651,Data Scientist,SeamlessWorld Consulting,,East Brunswick,NJ,
652,Job opportunity: Junior data scientist / bioinformatics @ NI...,Data Tecnica,,Glen Echo,MD,
653,Data Scientist,The University of Pittsburgh,4.2,Pittsburgh,PA,
654,Data scientist and optimization expert,Enginsoft,,Colorado,CO,
655,Data Scientist,"Continental Finance Company, LLC",,Wilmington,DE,90000.0
656,"Data Scientist, CryptoEconLab",Protocol Labs,,Remote,REMOTE,
657,Data Analyst,Pensa Systems,,Remote,REMOTE,
658,Data Research Analyst Intern,Kingland Systems,3.2,Ames,IA,
659,Data Scientist/HPC/Cloud/NGS/Pharma/Python/Linux,Tellus Solutions,4.7,Remote,REMOTE,
660,Data Scientist,Digital Pharmacist,5.0,Austin,TX,
661,Senior Data Scientist,Mode,4.2,San Francisco,CA,
662,Senior Data Scientist - Measurement,eBay Inc.,3.9,Bellevue,WA,
663,Data Scientist,Naka Technologies,,New York,NY,
664,Associate Data Scientist,Root Insurance Company,3.7,Columbus,OH,
665,Data Scientist,Avalon Healthcare Solutions,3.0,United States,UNITED,
666,Machine Learning & Data Engineer,"JPMorgan Chase Bank, N.A.",3.9,Plano,TX,
667,Sr AI Data Scientist,UCB S.A.,3.8,Atlanta,GA,
668,Data Scientist,Howmet Aerospace,3.4,Whitehall,MI,
669,Data Scientist,PowerAdvocate,4.1,Boston,MA,
670,Data Scientist,HPOne,3.3,Trumbull,CT,
671,Data Scientist/Machine Learning,Juniper Networks,4.1,Cupertino,CA,
672,Data Scientist,"InSequence, Inc",,Springfield,VA,
673,Principal Data Scientist - Telecommute,UnitedHealth Group,3.7,Eden Prairie,MN,
674,"Data Scientist, Analytics",Next Insurance,,Palo Alto,CA,
675,Data Scientist I,Freeport McMoRan,4.0,Phoenix,AZ,
676,Data Scientist,Internet of Things LLC,,Washington,DC,
677,Data Scientist,L. L. Bean,4.2,Freeport,ME,
678,Data Scientist,Game Circus,,Addison,TX,115000.0
679,Intern - Medical Economics & Data Science,Capital BlueCross,3.6,Harrisburg,PA,
680,Senior Data Scientist,Step Mobile,,Palo Alto,CA,
681,Data Scientist,Hitachi Solutions Ltd,3.8,Chicago,IL,
682,Manufacturing I/T Simulation and Optimization Data Scientist,General Motors,4.1,Austin,TX,
683,"Return to Work - Data Scientist, Product Analytics",Facebook,4.2,Austin,TX,
684,Data Scientist,Metalenz,,Boston,MA,
685,Data Scientist,Revantage Corporate Services,2.0,Chicago,IL,
686,Data Scientist- Data & Relevancy,Wish,4.0,San Francisco,CA,
687,Data Scientist,W. Capra Consulting Group,3.7,Chicago,IL,
688,Data Scientist / Software Engineer (Prognostics),Tesla,3.5,Palo Alto,CA,
689,Data Scientist,auticon,,Columbus,OH,
690,Data Scientist,Gayathri's Sandbox,,Menlo Park,CA,
691,"Data Scientist, RWD",Alldus,,Boston,MA,
692,Product Data Scientist,Mozilla,4.1,Georgia,GA,
693,Data Scientist,Rhythm,3.8,New York,NY,
694,Data Scientist,Finrise,,Burlingame,CA,
695,"Data Scientist, SPG Ops Analytics",Apple,4.2,Santa Clara Valley,CA,
696,College Intern Technical/Data Scientist,Northrop Grumman,4.0,Mclean,VA,
697,Data Scientist,"Avetta, LLC",,Houston,TX,
698,Senior Data Scientist,Splunk,4.2,Austin,TX,
699,Data Scientist,Descript,,San Francisco,CA,
700,Data Scientist,auticon,,Columbus,OH,
701,Data Scientist,InVisionApp,3.5,Massachusetts,MA,
702,"Data Scientist, RWD",Alldus,,Boston,MA,
703,Data Scientist / Software Engineer (Prognostics),Tesla,3.5,Palo Alto,CA,
704,"Data Scientist, Product",Moveworks,4.3,Mountain View,CA,
705,Data Scientist,Metalenz,,Boston,MA,
706,Principal Data Scientist - Telecommute,UnitedHealth Group,3.7,Eden Prairie,MN,
707,Data Scientist,One Drop,,New York,NY,
708,Senior Data Scientist,Visa,3.9,Arlington,VA,
709,Data Scientist,Digital Pharmacist,5.0,Austin,TX,
710,"Data Scientist, Analytics & Inference - New York or Remote",Codecademy,4.2,New York,NY,
711,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,4.1,Boulder,CO,
712,Data Scientist (Spring 2021 Co-Op),Motorola Solutions,4.1,Champaign,IL,
713,Data Scientist,"Mulligan Funding, LLC",3.9,San Diego,CA,
714,Data Scientist,Palo Alto Networks,3.9,Santa Clara,CA,
715,Data Scientist,ScaleMonk,,Palo Alto,CA,
716,Data Scientist,Frontdoor,,Denver,CO,
717,Data Scientist,Doorstead,,California,CA,
718,Senior Data Scientist,Splunk,4.2,Austin,TX,
719,Data Scientist,Pacific Northwest National Laboratory,4.1,Richland,WA,
720,Data Scientist,Joby Aviation,,Santa Cruz,CA,
721,Intern – Data Scientist,Soothsayer Analytics,3.5,Livonia,MI,
722,Actuarial Data Scientist,"Growers Edge Financial, Inc.",,Remote,REMOTE,
723,Data Scientist,LendingTree,3.8,Charlotte,NC,
724,Data Scientist - Applied Machine Learning,Virtual eForce,,Bellevue,WA,
725,Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX",3.9,Chicago,IL,
726,Data Scientist,Integrity Management Consulting,4.5,Fort Shafter,HI,
727,Data Scientist - Stylist Development,Stitch Fix,3.2,San Francisco,CA,
728,Lead Data Scientist,WorkFusion,,New York,NY,
729,Associate Data Scientist,Great Jones,2.5,New York,NY,
730,Data Scientist,Mavenir,3.5,Richardson,TX,
731,Data Scientist,CoreCompete,,Durham,NC,
732,Data Scientist,Analytica,3.6,Washington,DC,
733,NLP - MRP Data Scientist,Espire Services,,Remote,REMOTE,132500.0
734,Senior Data Scientist,WALGREENS,3.6,Deerfield,IL,
735,Data Scientist,Rhythm,3.8,New York,NY,
736,"Data Scientist, Forecasting",Pinterest,4.2,San Francisco,CA,
737,"Data Scientist, Data & Visualization (Contract)",STAR Labs,,Los Gatos,CA,
738,Senior Data Scientist II,RELX Group,4.1,Raleigh,NC,
739,Data Analyst/Data Scientist,Vanderlande Industries,3.6,Atlanta,GA,
740,Data Scientist,Grainger,3.7,Chicago,IL,
741,Sr. Data Analyst,Pearson,3.7,Chandler,AZ,
742,Data Scientist,OneSignal,,San Mateo,CA,
743,Data Scientist/Machine Learning/AI,Juniper Networks,4.1,Cupertino,CA,
744,Senior Data Scientist,Github,4.3,Remote,REMOTE,
745,Data Scientist,Verizon,3.9,Cary,NC,
746,Data Scientist - Experimentation (Contract Position),Getty Images,3.9,Seattle,WA,
747,Data Scientist - Recommendations,Lowe's,3.6,Charlotte,NC,
748,Data Scientist,Vivint Smart Home,3.4,Lehi,UT,
749,Data Scientist,Clearcover,,Illinois,IL,
750,Data Scientist - Financial,iHerb,3.3,Remote,REMOTE,
751,Data Scientist,DeepHealth,,Cambridge,MA,
752,Junior Data Scientist,Riverside Research,3.6,Washington,DC,
753,Senior Data Scientist,Mode,4.2,San Francisco,CA,
754,Data Scientist,"Certegy Payment Solutions, LLC",,Clearwater,FL,
755,Sr Data Scientist,Itron,3.8,Liberty Lake,WA,
756,Data Analyst,"Bumble Bee Foods, LLC",4.0,San Diego,CA,
757,Data Scientist,"T. White Parker Associates, Inc.",,Washington,DC,
758,Data Scientist,ServiceChannel,3.9,Pleasanton,CA,
759,"2021 Intern, Data Science, Behavior",Waymo,3.1,Remote,REMOTE,
760,Principal Data Scientist,Quaxigma,,Schaumburg,IL,165000.0
761,Data Scientist,Naval Nuclear Laboratory,2.8,Niskayuna,NY,
762,CPXE – Senior Data Scientist,Cisco Systems,4.1,Research Triangle Park,NC,
763,Software Engineer / Data scientist,Genentech,4.1,South San Francisco,CA,
764,Machine Learning & Data Engineer,"JPMorgan Chase Bank, N.A.",3.9,Plano,TX,
765,Data Scientist – NYP Analytics,NewYork-Presbyterian Hospital,4.2,Manhattan,NY,
766,"Data Scientist, SPG Ops Analytics",Apple,4.2,Santa Clara Valley,CA,
767,Data Scientist,Sanofi,4.1,Cambridge,MA,
768,"Senior Data Scientist, Customer Analytics",Atlassian,4.4,San Francisco,CA,
769,Data Scientist,Milliman,3.6,Brookfield,WI,
770,Literature Information & Data Scientist,Abbvie,4.0,Remote,REMOTE,
771,Data Science Analyst - DART Program,Lithia Home Office,,Medford,OR,
772,Early Career Data Scientist - Applied Math,Pacific Northwest National Laboratory,4.1,Seattle,WA,
773,Data Scientist Intern,AlignTech,3.8,California,CA,
774,"Data Scientist, Marketing Capital Allocation",Root Insurance Company,3.7,Remote,REMOTE,
775,Senior Data Scientist,Devoted Health,3.3,Remote,REMOTE,
776,Data Scientist,Swain Techs,,Bethesda,MD,
777,Data Science Intern,Employment Opportunities at BuzzFeed,,New York,NY,
778,Data Scientist,Buchanan & Edwards,4.1,Washington,DC,
779,Data Scientist,Penske Truck Leasing and Logistics,3.5,Beachwood,OH,
780,Staff Scientist - Data Science,National Renewable Energy Laboratory,3.8,Golden,CO,103500.0
781,Data Scientist,Coinbase,4.4,Remote,REMOTE,
782,Staff Scientist - Data Science,National Renewable Energy Laboratory,3.8,Golden,CO,103500.0
783,Data Scientist,Coinbase,4.4,Remote,REMOTE,
784,Data Scientist,"Certegy Payment Solutions, LLC",,Dallas-Fort Worth,TX,
785,Data Scientist,Memorial Sloan-Kettering Cancer Center,4.2,New York,NY,
786,Data Scientist,DialogTech,3.5,Remote,REMOTE,
787,Data Scientist,Waymo,3.1,Mountain View,CA,
788,Product Data Scientist,Carta,3.8,San Francisco,CA,
789,Data Scientist – Fundamental Fixed Income Associate,BlackRock,3.8,Atlanta,GA,
790,Data Scientist,Naval Nuclear Laboratory,2.8,Niskayuna,NY,
791,Senior Data Scientist - Insights Platform (Remote Eligible A...,Spotify,4.3,New York,NY,
792,Data Scientist,Sharecare Inc,3.4,New York,NY,
793,Senior Data Analyst,Samiti Technology,,Richmond,VA,117000.0
794,SENIOR DATA SCIENTIST,Intouch Solutions,3.2,United States,UNITED,
795,Associate Data Scientist,PACCAR,3.6,Renton,WA,
796,Sr Data Scientist,Itron,3.8,Liberty Lake,WA,
797,Machine Learning Intern,Tech For Good Inc,,Boston,MA,
798,Senior Data Scientist,SCOR,3.4,Charlotte,NC,
799,Product Analytics - Data Scientist,CreditNinja,,Chicago,IL,
800,Data Scientist,FourthWall Media,5.0,Sterling,VA,
801,Intern: Analytics & Data Science (Summer 2021),Equinix,3.8,Sunnyvale,CA,
802,Data Scientist,Central Garden & Pet,3.1,Schaumburg,IL,
803,Data Scientist (Demolition Department),City of Detroit,3.6,Detroit,MI,
804,Principal Data Scientist,Veeva Systems,4.0,New York,NY,
805,Data Scientist,A10Clinical,,Duluth,GA,
806,Senior Data Scientist,Step Mobile,,Palo Alto,CA,
807,"Analytics Specialist, Data Science",Delta,4.2,Atlanta,GA,
808,Associate Data Scientist,Gap Inc.,3.8,San Francisco,CA,
809,Data Scientist,Lenovo,3.9,Chicago,IL,
810,Data Scientist (Remote),Signifyd,3.5,California,CA,
811,Data Scientist (Co-op),Retail Business Services,4.0,Quincy,MA,
812,Data Scientist,SpotX,4.1,Salt Lake City,UT,
813,Senior Data Scientist,Dillard's,3.3,Little Rock,AR,
814,Data Scientist,"Certegy Payment Solutions, LLC",,Dallas-Fort Worth,TX,
815,Data Scientist,6sense,,San Francisco,CA,
816,Data Scientist,Bloomberg,3.9,Princeton,NJ,
817,Data Science Intern (Unpaid),Minority Programmers Association,,Remote,REMOTE,29250.0
818,Remote Data Scientist,Advito,,Pittsburgh,PA,
819,Data Scientist,Naka Technologies,,New York,NY,
820,Ph.D. Scientist/Engineer - Chemistry Design & Synthesis Data...,Procter & Gamble,4.2,Cincinnati,OH,
821,Senior Data Scientist - Conversations,Twitter,4.1,Seattle,WA,
822,Data Scientist / Software Engineer (Prognostics),Tesla,3.5,Palo Alto,CA,
823,Data Scientist/Machine Learning/AI,Juniper Networks,4.1,Cupertino,CA,
824,DATA SCIENCE CONSULTANT HOUSTON,managementsolutions,3.8,Houston,TX,
825,Associate Data Review Scientist- Biochemistry,Eurofins USA BioPharma Services,3.5,Lancaster,PA,
826,Data Scientist,Viola AI,,Boulder,CO,
827,Data Scientist - Strategic Data Science,"Two Sigma Investments, LLC.",3.8,New York,NY,
828,Data Scientist | Remote (US),Tara AI,,San Jose,CA,
829,Distinguished Data Scientist - Personalization,Verizon,3.9,Colorado Springs,CO,159000.0
830,Image Data Scientist,PureTech Health,,Boston,MA,
831,Climate Change Impact Data Scientist / Analyst,Gro Intelligence,,New York,NY,
832,Data Scientist,Showtime,4.0,New York,NY,
833,Data Scientist,Rackspace,3.7,Dallas,TX,
834,Sr. Data Analyst (Analytics),V Projects,,Pleasanton,CA,104325.0
835,Data Scientist,"MCR, LLC.",4.0,Norfolk,VA,
836,Data Scientist,The University of Pittsburgh,4.2,Pittsburgh,PA,
837,Data Engineer,Cognizant Technology Solutions,3.9,Plano,TX,
838,Sr. Data Scientist - Analytics,Acorn Analytics,,Remote,REMOTE,
839,Data Scientist,Sunlighten (435/Metcalf),,Overland Park,KS,
840,Senior Data Scientist,Thistle Health Inc.,,Remote,REMOTE,
841,"Data Scientist, Momentum",Momentum,3.7,New York,NY,
842,Cloud Data Services Associate,PwC,4.0,San Antonio,TX,
843,Data Scientist,Transamerica,3.5,Denver,CO,
844,"Data Scientist, Analytics",Facebook,4.2,Los Angeles,CA,
845,Data Scientist,"E-Logic, Inc.",,Atlanta,GA,87500.0
846,Data Scientist,Abbott Laboratories,4.0,Abbott Park,IL,
847,Senior Data Scientist,Humana,3.7,Troy,MI,
848,Senior Data Scientist – Search and Personalization,Getty Images,3.9,Remote,REMOTE,
849,Data Scientist,Brilliant Infotech,,Ewing,NJ,116500.0
850,Data Scientist,Lyra Health,4.5,Burlingame,CA,
851,Data Research Analyst Intern,Kingland Systems,3.2,Ames,IA,
852,Data Scientist,Descript,,San Francisco,CA,
853,Data Scientist,Crunchyroll,4.5,San Francisco,CA,
854,Data Scientist,Howmet Aerospace,3.4,Whitehall,MI,
855,Data Warehouse Engineer / Modeler,Verstand AI,,Remote,REMOTE,
856,Data Scientist (Remote),Madison Reed,3.1,San Francisco,CA,
857,Intern – Data Scientist,Soothsayer Analytics,3.5,Livonia,MI,
858,Data Scientist,Coastal Community Bank,4.1,Everett,WA,
859,Research Data Scientist,RTI International,3.6,Durham,NC,
860,Senior Data Analyst,Equitus,,Washington,DC,95000.0
861,Data Scientist,EDO,4.7,Los Angeles,CA,
862,Interdisciplinary Computer Scientist Computer Engineer (DATA...,US Department of Defense,4.2,Herndon,VA,131488.0
863,Data Scientist,Imprint,4.0,Phoenix,AZ,
864,Data Scientist (Risk Management),The UPED Group,,Dallas,TX,
865,Principal Data Scientist,Veeva Systems,4.0,New York,NY,
866,"Data Scientist - Redwood City, CA or Seattle, WA",MOLOCO,,Redwood City,CA,
867,Data Scientist,Ops Tech Alliance,4.0,Fayetteville,NC,
868,Data Scientist,MX Technologies Inc.,4.6,Lehi,UT,
869,Data Scientist - Senior Levels,FedEx Services,3.8,Brookfield,WI,
870,Lead Data Scientist,Hotel Engine,1.8,Denver,CO,140000.0
871,Senior SQL Data Analyst - JO3554,Moorecroft Systems,,Remote,REMOTE,92625.0
872,Senior Data Scientist - Conversations,Twitter,4.1,Seattle,WA,
873,Data Scientist,MORSCO,3.1,Addison,TX,
874,Data Scientist Intern,Extreme Networks,3.6,Salem,NH,
875,Data Scientist Interrn,Verizon Media,3.7,Dulles,VA,
876,"Data Scientist/Epidemiologist, Activity #2",Heluna Health,3.7,Los Angeles,CA,
877,Data Scientist,Mode,4.2,California,CA,
878,"Data Scientist, CryptoEconLab",Protocol Labs,,Remote,REMOTE,
879,Data Scientist,"E-Logic, Inc.",,Atlanta,GA,87500.0
880,Actuarial Data Scientist,"Growers Edge Financial, Inc.",,Remote,REMOTE,
881,Data Science Intern,Beckman Coulter Diagnostics,3.7,Chaska,MN,
882,Statistician,UCLA Health,4.0,Los Angeles,CA,73592.99999999999
883,Data Scientist,HP,4.0,Boise,ID,
884,Senior Applied/ Data Scientist w/ deep learning- NLU and Com...,Oracle,3.8,Austin,TX,
885,Senior Applied/ Data Scientist w/ deep learning - NLP and Co...,Oracle,3.8,Austin,TX,
886,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,3.8,Austin,TX,
887,Data Scientist (Remote),Madison Reed,3.1,San Francisco,CA,
888,Data Scientist,Raytheon Technologies Corporate,3.9,Brooklyn,NY,
889,"Data Scientist, Analytics",Next Insurance,,Palo Alto,CA,
890,Senior Data Analyst ( Remote ),Keboli,,Seattle,WA,107250.0
891,Sr. Data Scientist,Eiden Systems Corporation,,Patuxent River,MD,
892,Machine Learning Data Scientist - Telecommute,UnitedHealth Group,3.7,Minnetonka,MN,
893,"Data Scientist, Risk and Fraud",Eventbrite,4.1,Nashville,TN,
894,Product Data Scientist,Carta,3.8,San Francisco,CA,
895,Data Scientist – NYP Analytics,NewYork-Presbyterian Hospital,4.2,Manhattan,NY,
896,Data Scientist,Viola AI,,Boulder,CO,
897,Senior Data Scientist - Conversations,Twitter,4.1,Seattle,WA,
898,Machine Learning & Data Engineer,"JPMorgan Chase Bank, N.A.",3.9,Plano,TX,
899,Data Science Intern,"Systems Planning and Analysis, Inc.",3.7,Alexandria,VA,
900,Data Science Intern,Resideo,3.4,Austin,TX,
901,Data Analyst/Data Scientist,Vanderlande Industries,3.6,Atlanta,GA,
902,Data Scientist,Federal Reserve Bank of Cleveland,3.9,Cleveland,OH,
903,Data Science Intern,"Systems Planning and Analysis, Inc.",3.7,Alexandria,VA,
904,Data Science Intern,Resideo,3.4,Austin,TX,
