,title,company,rating,CITY,state,salary_year_mean
1263,Principal Deep Learning Applied Scientist w/ work exp in NLU...,Oracle,3.8,Austin,TX,
1264,Data Visualization Scientist,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1265,"Data Scientist, Product Analytics - Ads Ranking",Facebook,4.2,Seattle,WA,
1266,"Data Scientist, Analytics - Responsible AI",Facebook,4.2,Menlo Park,CA,
1267,Statistician,TARGET PHARMASOLUTIONS,,Durham,NC,
1268,"Associate Director, Data Partner, Global Biometrics and Data...",Bristol Myers Squibb,4.2,New Brunswick,NJ,
1269,"Strategic Data Analyst, Population Health Innovation Institu...",BROOKLYN HEIGHTS,3.9,Brooklyn Heights,OH,
1270,"Stagiaire Core Data Science, Algorithmes de Produits (PhD)",Facebook,4.2,Menlo Park,CA,
1271,Senior Software Engineer - Machine Learning,Intuit,4.2,Mountain View,CA,
1272,Sr Algorithm Engineer (Deep Learning),CyberCoders,3.3,San Diego,CA,152500.0
1273,Software Engineer Backend (Uber AI),Uber,3.7,San Francisco,CA,
1274,"Data Scientist, Product",Moveworks,4.3,Mountain View,CA,
1275,Principal Data Scientist,Bristol Myers Squibb,4.2,Seattle,WA,
1276,"Data Scientist, Analytics (PhD)",Facebook,4.2,Menlo Park,CA,
1277,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1278,Senior Data Analyst / Principal Data Analyst,Liberty Mutual Insurance,3.6,Dover,NH,99300.0
1279,Data Scientist,Fifth Third Bank,3.6,Cincinnati,OH,
1280,Senior Data Analyst - Top Secret required,General Dynamics,3.8,Washington,DC,
1281,Machine Learning Engineer,Comcast,3.7,Washington,DC,
1282,Big Data Engineer - Denver Area,CyberCoders,3.3,Denver,CO,
1283,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,3.3,San Jose,CA,
1284,Software Engineer - AI Platform,Uber,3.7,Sunnyvale,CA,
1285,"Research Scientist, Machine Learning for Image Synthesis (Ph...",Facebook,4.2,Redmond,WA,
1286,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,3.3,Grand Rapids,MI,105000.0
1287,URGENT! Sr. Data Analyst,Kelly,3.8,Chicago,IL,
1288,Lead AI / ML Engineer,CyberCoders,3.3,Phoenix,AZ,160000.0
1289,Machine Learning Engineer,Affinaquest,,Remote,REMOTE,90000.0
1290,Data Scientist,Bind,2.3,Minnesota,MN,
1291,Data Scientist II,Fresenius Medical Care,3.4,Waltham,MA,
1292,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
1293,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
1294,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,,Remote,REMOTE,63375.0
1295,Sr. Data Scientist I,Datto Jobs,,Boston,MA,
1296,Data Scientist,NowPow,4.4,Chicago,IL,
1297,Sr. Data Analyst - Insurance Pricing Specialist,Mercury Insurance Group,3.6,Brea,CA,85000.0
1298,"Data Scientist, Product Analytics - Ads Ranking",Facebook,4.2,Seattle,WA,
1299,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,4.2,Menlo Park,CA,
1300,Sr. Machine Learning Engineer (Eats Logistics),Uber,3.7,New York,NY,
1301,"Software Engineer, AI",Facebook,4.2,Seattle,WA,
1302,Research Intern (FAIR) (AI) - Paris,Facebook,4.2,Menlo Park,CA,
1303,Principal Data Architect - Director,North Highland,3.5,Charlotte,NC,
1304,Data Scientist,Inspire11,,Chicago,IL,
1305,"Sr. Data Scientist, Experimentation",Time Warner,3.8,Los Angeles,CA,
1306,Director Data Science,Facebook,4.2,Seattle,WA,
1307,Data Science & Analytics Mgr,RTX,4.8,Farmington,CT,
1308,Senior Data Analyst,Envista Holdings,,Brea,CA,
1309,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1310,"Stagiaire Core Data Science, Optimisation Research (PhD)",Facebook,4.2,Menlo Park,CA,
1311,Machine Learning Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1312,"Technical Program Manager, Core Machine Learning - Ads",Facebook,4.2,Menlo Park,CA,
1313,Machine Learning Research Engineer - Uber AI Engagements,Uber,3.7,San Francisco,CA,
1314,Staff Machine Learning Engineer,Intuit,4.2,Mountain View,CA,
1315,"Software Engineer, Machine Learning",Facebook,4.2,Seattle,WA,
1316,Machine Learning Engineer II - Help Intelligence,Uber,3.7,Palo Alto,CA,
1317,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,3.7,Boston,MA,
1318,Software Engineer - AI Platform,Uber,3.7,Sunnyvale,CA,
1319,Data Scientist in Remote Mental Healthcare,Brightside Health,,Remote,REMOTE,
1320,Data Scientist,Bind,2.3,Minnesota,MN,
1321,Data Scientist II,Fresenius Medical Care,3.4,Waltham,MA,
1322,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
1323,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
1324,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,,Remote,REMOTE,63375.0
1325,Health Care Data Scientist,"Vizient, Inc.",3.7,Chicago,IL,
1326,Senior Machine Learning Scientist - Protein Design,Novo Nordisk,4.1,Seattle,WA,
1327,"Manager, Data Scientist, Optimization",KPMG,4.0,Atlanta,GA,
1328,"Data Science Director, Ads Measurement",Facebook,4.2,Seattle,WA,
1329,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,4.2,New York,NY,
1330,"Stagiaire Core Data Science, Recherche Expérimentation Adapt...",Facebook,4.2,Menlo Park,CA,
1331,Sr Machine Learning Engineer,Uber,3.7,Sunnyvale,CA,
1332,"Sr. Specialist, Statistical Programming",Penfield Search Partners,,Princeton,NJ,
1333,Principal Statistical Programmer,Penfield Search Partners,,San Diego,CA,
1334,Data Science Intern,HOF Capital,,New York,NY,
1335,Arity-Senior Data Scientist - Machine Learning (Remote-Home...,Allstate,3.7,Chicago,IL,
1336,Sr. Data Analyst - Insurance Pricing Specialist,Mercury Insurance Group,3.6,Brea,CA,85000.0
1337,"Sr Business/Data Analyst, Technology",Raymond James Financial,3.8,Saint Petersburg,FL,
1338,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,3.0,Reno,NV,
1339,"Associate, Data Scientist, Optimization",KPMG,4.0,Denver,CO,
1340,Data Scientist-Senior,Perspecta,3.3,Washington,DC,
1341,RF Signals and AI/ML Engineer,Mitre Corporation,4.0,Bedford,MA,
1342,Lead AI Software Engineer,Mitre Corporation,4.0,Mclean,VA,
1343,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Selma,NC,
1344,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,3.7,Palo Alto,CA,
1345,Analytics & Data Science Manager,Aquent,4.0,New York,NY,
1346,Big Data Engineer - Denver Area,CyberCoders,3.3,Denver,CO,
1347,Senior Data Analyst,TechOp Solutions International,4.3,Washington,DC,
1348,Senior Statistician - Innovative Biopharma - USA,Warman O'Brien,,United States,UNITED,112746.5
1349,Senior Applied/ Data Scientist w/ deep learning- NLU and Com...,Oracle,3.8,Austin,TX,
1350,Intern – Data Scientist,Soothsayer Analytics,3.5,Livonia,MI,
1351,Principal Data Scientist,Splunk,4.2,Austin,TX,
1352,Senior Data Scientist,NVIDIA,4.2,Santa Clara,CA,
1353,Research Data Scientist,RTI International,3.6,Durham,NC,
1354,Data Scientist,Verizon,3.9,Lake Mary,FL,
1355,Data Scientist - Senior Levels,FedEx Services,3.8,Brookfield,WI,
1356,Interdisciplinary Computer Scientist Computer Enigineer (DAT...,US Department of Defense,4.2,Herndon,VA,131488.0
1357,Data Analyst: Remote,"Stefanini, Inc",3.8,Remote,REMOTE,
1358,Sr Data Scientist,CEDENT,,Atlanta,GA,117500.0
1359,Quantitative Researcher,Bridgefront Capital,,Austin,TX,
1360,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,3.8,Austin,TX,
1361,REMOTE Safety Data Scientist II,Raland Compliance Partners,,Remote,REMOTE,141375.0
1362,Chief Data Scientist,SportsBiz Group Inc,,Remote,REMOTE,170000.0
1363,Data Scientist I,Freeport McMoRan,4.0,Phoenix,AZ,
1364,Data Warehouse Engineer / Modeler,Verstand AI,,Remote,REMOTE,
1365,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",3.9,United States,UNITED,
1366,Associate Data Scientist,NextEra Energy,3.9,Juno Beach,FL,
1367,Fraud Data Scientist,Nike,4.1,Beaverton,OR,
1368,"Data Scientist, Product",Moveworks,4.3,Mountain View,CA,
1369,Data Science & Analytics Mgr,RTX,4.8,Farmington,CT,
1370,AVP - AML Statistician / Independent Validations - C12,Citi,3.9,Tampa,FL,
1371,"Senior Data Analyst, Business Delivery",Constellation Brands,3.7,Victor,NY,
1372,Staff Software Engineer - Machine Learning,Intuit,4.2,San Diego,CA,
1373,Sr. Staff Data Analyst (Consumer Web Products),Freedom Financial Network,3.6,Tempe,AZ,
1374,Senior Machine Learning Engineer,Change Healthcare,3.0,Northport,WA,
1375,"Partner Engineer, AI",Facebook,4.2,Menlo Park,CA,
1376,Software Engineer Backend (Uber AI),Uber,3.7,San Francisco,CA,
1377,"Eats Tech Lead Manager, Machine Learning",Uber,3.7,San Francisco,CA,
1378,"Manager, Statistical Programming",Penfield Search Partners,,Basking Ridge,NJ,
1379,"Statistician/ St. Louis, MO",Kelly,3.8,St. Louis,MO,
1380,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,3.8,Austin,TX,
1381,Senior Data Scientist,Owlet Baby Care,3.2,Remote,REMOTE,
1382,Data Scientist Intern,Extreme Networks,3.6,Salem,NH,
1383,Data Scientist,Imprint,4.0,Phoenix,AZ,
1384,Data Scientist - Cloud Services,Trend Micro,4.0,Austin,TX,
1385,Senior Data Scientist,Convey,3.5,Austin,TX,
1386,Senior Data Scientist- Trace,Relativity,3.3,Remote,REMOTE,
1387,"Data Scientist, Service & Repair Analytics",Microsoft,4.2,Redmond,WA,
1388,Data Scientist,"MCR, LLC.",4.0,Norfolk,VA,
1389,Data Scientist,OneSignal,,San Mateo,CA,
1390,Data Scientist,Fenix Group Inc,,Fort Meade,MD,
1391,Data Scientist,Nexamp,4.1,Boston,MA,
1392,Senior Applied/ Data Scientist w/ deep learning - NLP and Co...,Oracle,3.8,Austin,TX,
1393,Data Scientist,ForMotiv,,Remote,REMOTE,97500.0
1394,Data Scientist - Geospatial Software Developer,Semantisys,,Remote,REMOTE,141000.0
1395,REMOTE Safety Data Scientist II,Raland Compliance Partners,,Remote,REMOTE,141375.0
1396,Senior Data Scientist,dMASS,,Austin,TX,
1397,"Software Engineer / Data Scientist, Fleet Analytics",Tesla,3.5,Palo Alto,CA,
1398,Data Scientist,Milliman,3.6,Brookfield,WI,
1399,"Junior Data Engineer - Austin, TX",Deloitte,4.0,Austin,TX,
1400,Data Science Intern,HOF Capital,,New York,NY,
1401,Data Scientist - Shops Seller Ecosystem,Facebook,4.2,Seattle,WA,
1402,NLP and Machine Learning Research Scientist,Baidu USA,,United States,UNITED,195000.0
1403,Data Science Consultant,General Dynamics,3.8,Washington,DC,
1404,Lead Analytics Data Engineer (Remote) - Data Science & Risk,Progressive Leasing,3.6,Draper,UT,
1405,Machine Learning Engineer - Uber AI Recommendations,Uber,3.7,San Francisco,CA,
1406,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,Arizona,AZ,48750.0
1407,Research Scientist - RF Machine Learning,Perspecta,3.3,College Park,MD,
1408,"Lead Machine Learning Engineer, AI / ML / NLP",Change Healthcare,3.0,Seattle,WA,
1409,Sr. Data Analyst,Advantage Resourcing,3.7,Santa Ana,CA,
1410,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,,Raleigh,NC,135000.0
1411,Sr. Marketing Analyst (Analytics),Snap Finance,3.4,Salt Lake City,UT,
1412,Data Scientist,Veoneer USA,,Southfield,MI,
1413,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1414,NOA2107 Support Scientist for Satellite Data Assimilation us...,I.M. Systems Group,3.0,College Park,MD,
1415,"Senior Consultant - Advanced Solutions, Energy Data Scientis...",Guidehouse,3.4,San Francisco,CA,76000.0
1416,Principal/Sr. Principal Data Scientist,Northrop Grumman,4.0,Herndon,VA,
1417,"Data Scientist, Analytics (PhD)",Facebook,4.2,Seattle,WA,
1418,"Manager, Data Scientist, Optimization",KPMG,4.0,Atlanta,GA,
1419,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,3.6,Dover,NH,137200.0
1420,"Vice President, Data Science Practice Lead",Fidelity Investments,4.1,Boston,MA,
1421,Metro College Intern Program- Facilities Asset Management En...,Washington Metropolitan Area Transit Authority,3.7,Landover,MD,
1422,AI Software Engineer,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1423,Big Data Engineer (Spark/Python),Navy Federal Credit Union,4.0,Vienna,VA,
1424,"Privacy Policy Manager, Artificial Intelligence",Facebook,4.2,Seattle,WA,
1425,Machine Learning Data Scientist (12+ Month Contract) (2+ yea...,Career Developers,,Princeton,NJ,
1426,Statistical Programmer III,System One,3.6,Gaithersburg,MD,
1427,AI/ML Data Engineer,MORSE Corp,,Cambridge,MA,
1428,Senior Technical Data Analyst,Intuit,4.2,San Diego,CA,
1429,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1430,"Technical Program Manager, Core Machine Learning - Ads",Facebook,4.2,Menlo Park,CA,
1431,Staff Software Engineer - Machine Learning,Intuit,4.2,San Diego,CA,
1432,Machine Learning Architect - Data & Analytics,Credera,4.0,Denver,CO,
1433,Software Engineering Manager - Machine Learning,Facebook,4.2,Austin,TX,
1434,Sr. Research Statistician,Hologic,3.7,San Diego,CA,
1435,Machine Learning Engineer (AI Engagements),Uber,3.7,San Francisco,CA,
1436,Sr. Machine Learning (ML) Researcher,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1437,Software Engineer II - Machine Learning (Incentive Optimizat...,Uber,3.7,Sunnyvale,CA,
1438,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,3.7,Boston,MA,
1439,Senior Statistician,System One,3.6,No Potomac,MD,
1440,Lead AI / ML Engineer,CyberCoders,3.3,Phoenix,AZ,160000.0
1441,"Statistician/ St. Louis, MO",Kelly,3.8,St. Louis,MO,
1442,College Intern Technical/Data Scientist,Northrop Grumman,4.0,Mclean,VA,
1443,Data Scientist,Javelin Biotech,,Woburn,MA,
1444,Healthcare Data Scientist,University of Maryland Medical System,3.5,Linthicum,MD,
1445,Data Scientist,AppZen,2.5,San Jose,CA,
1446,Data Scientist - Meaningful Matches,Nuna,,San Francisco,CA,
1447,Data Scientist,Veoneer USA,,Southfield,MI,
1448,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1449,Senior Machine Learning Engineer,Solution Consulting Group,,Knoxville,TN,
1450,"Data Science Manager, Shops Merchant Success",Facebook,4.2,Menlo Park,CA,
1451,"Technical Program Manager, Core Machine Learning - Ads",Facebook,4.2,Menlo Park,CA,
1452,Statistical Analyst,Recruiting Solutions,,Buffalo Grove,IL,50000.0
1453,"Statistical Programmer, Computational Microbiome Sciences",Proclinical Staffing,3.7,Boston,MA,
1454,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,4.2,Menlo Park,CA,
1455,"Stagiaire Core Data Science, Recherche Expérimentation Adapt...",Facebook,4.2,Menlo Park,CA,
1456,Systems Engineer III,Perspecta,3.3,Springfield,VA,
1457,Data Scientist,Milliman,3.6,Brookfield,WI,
1458,"Junior Data Engineer - Austin, TX",Deloitte,4.0,Austin,TX,
1459,Data Science Intern,HOF Capital,,New York,NY,
1460,Operational Data Scientist,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1461,Data Architect,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1462,Director Data Science,Facebook,4.2,Menlo Park,CA,
1463,Sr. Staff Data Analyst (Consumer Web Products),Freedom Financial Network,3.6,Tempe,AZ,
1464,"Stagiaire Core Data Science, Recherche Economique (PhD)",Facebook,4.2,Menlo Park,CA,
1465,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,Arizona,AZ,48750.0
1466,Marketing Data Engineering Senior Manager,Wells Fargo Bank,3.7,Charlotte,NC,
1467,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Selma,NC,
1468,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,3.7,Boston,MA,
1469,Predictive Modeling Analyst IV,Perspecta,3.3,Herndon,VA,
1470,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,3.3,Boise,ID,
1471,Senior Machine Learning Engineer,PeopleReady,3.6,Chicago,IL,
1472,Healthcare Data Scientist,University of Maryland Medical System,3.5,Linthicum,MD,
1473,Data Scientist,AppZen,2.5,San Jose,CA,
1474,Data Scientist - Meaningful Matches,Nuna,,San Francisco,CA,
1475,Data Scientist,Veoneer USA,,Southfield,MI,
1476,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1477,Data Scientist - AI Labs,BlackRock,3.8,New York,NY,
1478,"Senior Consultant - Advanced Solutions, Energy Data Scientis...",Guidehouse,3.4,San Francisco,CA,76000.0
1479,"Associate, Data Scientist, Optimization",KPMG,4.0,Chicago,IL,
1480,Statistician,TARGET PHARMASOLUTIONS,,Durham,NC,
1481,Data Architect,"Atlas Air, Inc",3.5,Purchase,NY,
1482,"Lead Data Scientist (Genomics, Machine Learning)",City of Hope,3.8,Irwindale,CA,
1483,Jr. Machine Learning Implementation Engineers,Enhance IT,3.1,United States,UNITED,58500.0
1484,Senior Data Analyst,Aptive,3.7,Alexandria,VA,
1485,Senior Statistical Programmer,PAREXEL,3.7,Big Lake,AK,
1486,"Manager, Statistical Programming",Penfield Search Partners,,Princeton,NJ,
1487,Data Architect,Mattel,,El Segundo,CA,140000.0
1488,Data Science & Analytics Mgr,RTX,4.8,Farmington,CT,
1489,"Director, Middleware & Data Services Architecture",IHG Corporate,4.1,Atlanta,GA,
1490,"Associate, Data Scientist, Optimization",KPMG,4.0,San Francisco,CA,
1491,Senior Data Analyst,Envista Holdings,,Brea,CA,
1492,Senior Data Analyst - Credit Risk Mgmt,Comcast,3.7,Philadelphia,PA,
1493,"Data Science Director, Ads Measurement",Facebook,4.2,Menlo Park,CA,
1494,Staff Lead Data Scientist,Freedom Financial Network,3.6,San Mateo,CA,
1495,Data Science Engineer,General Dynamics,3.8,Washington,DC,
1496,Machine Learning Architect - Data & Analytics,Credera,4.0,Dallas,TX,
1497,Senior Machine Learning (ML) Engineer - Eats Discovery,Uber,3.7,San Francisco,CA,
1498,Statistical Programmer III,System One,3.6,Gaithersburg,MD,
1499,Senior Statistical Programmer-Top 10 Pharma,Warman O'Brien,,Boston,MA,101000.0
1500,Senior Software Engineer (Machine Learning) - Marketplace Dr...,Uber,3.7,San Francisco,CA,
1501,REMOTE! Chip Integration Engineer (Mid/Sr) - AI SoC,CyberCoders,3.3,Santa Clara,CA,
1502,Data Science Intern,HOF Capital,,New York,NY,
1503,Predictive Modeler - Sports - No OPT,competitive balance analytics,,North Carolina,NC,110000.0
1504,LEAD DATA SCIENTIST,Presbyterian Healthcare Services,3.4,Albuquerque,NM,
1505,Statistical Modeling & Forecasting Scientist,Nestle USA,3.7,Solon,OH,
1506,Senior Data Analyst (002.082),General Dynamics,3.8,Washington,DC,
1507,"Manager, Statistical Programming","Daiichi Sankyo, Inc.",3.8,Basking Ridge,NJ,
1508,"Data Science Manager, Analytics",Facebook,4.2,Menlo Park,CA,
1509,Statistician (SAS),General Dynamics Information Technology,3.8,Aberdeen Proving Ground,MD,
1510,"Data Science Manager, Small Business Group",Facebook,4.2,New York,NY,
1511,Machine Learning Engineer - Uber AI Recommendations,Uber,3.7,San Francisco,CA,
1512,Software Engineer (Machine Learning) - Freight,Uber,3.7,San Francisco,CA,
1513,"Data Science Director, Instagram Growth",Facebook,4.2,Menlo Park,CA,
1514,"Manager, Machine Learning",Comcast,3.7,Washington,DC,
1515,Statistical Programmer III,System One,3.6,Gaithersburg,MD,
1516,Senior Software Engineer (Machine Learning) - Marketplace Dr...,Uber,3.7,San Francisco,CA,
1517,Data Scientist,"Alto Neuroscience, Inc.",,Los Altos,CA,
1518,Principal Deep Learning Applied Scientist w/ work exp in NLU...,Oracle,3.8,Austin,TX,
1519,Senior Data Scientist,Global Nephrology Solutions,3.3,Tempe,AZ,130000.0
1520,Cloud Data Services Associate,PwC,4.0,San Antonio,TX,
1521,Statistician,UCLA Health,4.0,Los Angeles,CA,73592.99999999999
1522,Senior Applied/ Data Scientist w/ deep learning- NLU and Com...,Oracle,3.8,Austin,TX,
1523,REMOTE Safety Data Scientist II,Raland Compliance Partners,,Remote,REMOTE,141375.0
1524,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,3.8,Austin,TX,
1525,Data Science Co-Op,Peapod Digital Labs,2.8,Quincy,MA,
1526,Data Scientist,Willis Towers Watson,3.6,Fort Lee,NJ,
1527,Sr. Data Scientist,Nelnet,3.5,Remote,REMOTE,
1528,Data Scientist - Advanced Analytics,State Farm,3.7,Bloomington,IL,
1529,Computer & Data Science Internship,Johnson Controls,3.7,New Freedom,PA,
1530,Sr. Data Scientist,Abiomed,3.7,Danvers,MA,
1531,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
1532,Data Scientist - OPR Levine Children's Hospital,Atrium Health,3.8,Charlotte,NC,
1533,Data Scientist,"Reports and Requirements Company, LLC",,Washington,DC,
1534,"Data Scientist, Marketing Capital Allocation",Root Insurance Company,3.7,Remote,REMOTE,
1535,Associate Data Scientist,The Hartford,3.7,Hartford,CT,
1536,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,4.2,Menlo Park,CA,
1537,Data Science Engineer,General Dynamics,3.8,Washington,DC,
1538,"Healthcare Cloud Analyst, AI/ML- Senior Associate",PwC,4.0,Chicago,IL,
1539,Machine Learning Engineer,Perspecta,3.3,Wharton,NJ,
1540,Senior Machine Learning Engineer,Change Healthcare,3.0,Northport,WA,
1541,Staff Machine Learning Engineer - Investments,Uber,3.7,San Francisco,CA,
1542,Senior Data Engineer - AI Labs,BlackRock,3.8,Palo Alto,CA,
1543,Pipeline AI Engineer Systems,Northrop Grumman,4.0,Baltimore,MD,
1544,Machine Learning Architect - Data & Analytics,Credera,4.0,Chicago,IL,
1545,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,3.7,Palo Alto,CA,
1546,Data Analytics Engineer,Nestle USA,3.7,Solon,OH,
1547,Data Science Manager - Remote,Kforce,3.8,New York,NY,
1548,Sr. Machine Learning Engineer at Marketplace Matching,Uber,3.7,San Francisco,CA,
1549,URGENT! Sr. Data Analyst,Kelly,3.8,Chicago,IL,
1550,Data Scientist,Milliman,3.6,Brookfield,WI,
1551,"Junior Data Engineer - Austin, TX",Deloitte,4.0,Austin,TX,
1552,Data Science Intern,HOF Capital,,New York,NY,
1553,Senior Data Analyst / Principal Data Analyst,Liberty Mutual Insurance,3.6,Indianapolis,IN,99300.0
1554,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,3.0,Roseville,CA,
1555,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1556,"Manager, Data Scientist, Optimization",KPMG,4.0,Atlanta,GA,
1557,"Stagiaire Core Data Science, Recherche Expérimentation Adapt...",Facebook,4.2,Menlo Park,CA,
1558,Staff Machine Learning Engineer,Uber,3.7,Sunnyvale,CA,
1559,Data Science Engineer,"BioIntelliSense , Inc.",,Golden,CO,
1560,Data Science Manager - Remote,Kforce,3.8,Austin,TX,
1561,RWE Statistical Programmer/Analyst - Remote,Penfield Search Partners,,Fairfield,CT,
1562,"Senior Associate, Conversational AI Developer",KPMG,4.0,Atlanta,GA,
1563,"Manager, Statistical Programming",Penfield Search Partners,,Princeton,NJ,
1564,"Software Engineer Intern, Machine Learning (PhD) - 2021",Facebook,4.2,Menlo Park,CA,
1565,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1566,Data Warehouse Engineer / Modeler,Verstand AI,,Remote,REMOTE,
1567,LEAD DATA SCIENTIST,Presbyterian Healthcare Services,3.4,Albuquerque,NM,
1568,Machine Learning Customer Solutions Manager,Seeq Corporation,,Seattle,WA,
1569,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
1570,Software Engineer II (Machine Learning),Uber,3.7,New York,NY,
1571,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Selma,NC,
1572,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,4.2,Menlo Park,CA,
1573,"Stagiaire Core Data Science, Recherche Economique (PhD)",Facebook,4.2,Menlo Park,CA,
1574,Sr. Machine Learning / Python Engineer,HUNTER Technical Resources,4.7,Alpharetta,GA,
1575,Principal Data Architect - Director,North Highland,3.5,Charlotte,NC,
1576,Software Engineering Manager - Machine Learning,Facebook,4.2,New York,NY,
1577,Software Engineer - Machine Learning Platform,Uber,3.7,San Francisco,CA,
1578,Machine Learning Operations Engineer,Corporate Brokers,4.1,Rockville,MD,
1579,Senior Machine Learning Engineer,PeopleReady,3.6,Chicago,IL,
1580,Sr. Data Analyst / Data Scientist (CONTRACT),Broadridge,3.5,Elmwood Park,NJ,
1581,Data Scientist - AI/ML,"LoadSpring Solutions, Inc",2.3,Remote,REMOTE,
1582,Principal Data Scientist,Activision,3.9,Santa Monica,CA,
1583,Data Scientist,Beyond Limits,3.5,Glendale,CA,
1584,Data Scientist,Olo,2.8,New York,NY,
1585,Associate Data Engineer,"UES, Inc.",,Wright-Patterson Afb,OH,
1586,Sr. IOS Developer/Android Developer/Machine learning,MCI consulting INC,,Charlotte,NC,125775.0
1587,Data Engineer - Remote US,Seamless AI,,Columbus,OH,
1588,Senior Statistical Programmer,PAREXEL,3.7,Jbsa Randolph,TX,
1589,"Technical Program Manager, Machine Learning Infrastructure",Facebook,4.2,New York,NY,
1590,Architect - Data & Analytics,Credera,4.0,Houston,TX,
1591,Data Architect,Perspecta,3.3,Chantilly,VA,
1592,Mid-level Machine Learning Engineer,CyberCoders,3.3,Calabasas,CA,90000.0
1593,Sr. Statistician (Device Studies) - Remote,Penfield Search Partners,,Fairfield,CT,
1594,"Statistician/ St. Louis, MO",Kelly,3.8,Fairview Heights,IL,
1595,Global Technology People Strategy – Data Scientist,BNY Mellon,3.5,Pittsburgh,PA,
1596,Statistical Programmer / Data Scientist,IBM,3.9,West Virginia,WV,
1597,Senior Data Scientist,West Creek Financial,4.0,Washington,DC,
1598,Sr Data Scientist,"Jefferies & Company, Inc.",3.7,New York,NY,
1599,Data Scientist 1 - Supply Chain,Nordstrom,3.9,Seattle,WA,
1600,Data Science Intern,Guadalupe Valley Electric,3.3,Seguin,TX,
1601,"Data Scientist, Analytics & Inference",Codecademy,4.2,New York,NY,
1602,Senior Data Analyst ( Remote ),Keboli,,Seattle,WA,107250.0
1603,Data Scientist-Senior,Perspecta,3.3,Washington,DC,
1604,Data Science Manager,Dealerware,,Austin,TX,
1605,Sr. Director of Machine Learning,Capital One,3.9,Richmond,VA,
1606,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,3.7,Palo Alto,CA,
1607,"Stagiaire Core Data Science, Impact Sociétal (PhD)",Facebook,4.2,Menlo Park,CA,
1608,Senior Data Engineer - AI Labs,BlackRock,3.8,Palo Alto,CA,
1609,Data Analyst-Top Secret/SCI clearance required,Phoenix Resourcing Group,,Washington,DC,105000.0
1610,Associate Data Scientist,The Hartford,3.7,Hartford,CT,
1611,Data Architect,"Atlas Air, Inc",3.5,Purchase,NY,
